"; PTT 233568, Serial 21P2114, Run 5 - 0.25&deg; Grid Size @ 20-Dec-2022 19:11"
"; Marine @ 3.0 meters/second, Model Score 43.17"
"; 3 Status Clock Corrections, 323 Twilights, 162 SSTs, 2 User Locations"
"; SST Reference Data Set: NOAA OI SST V2 High Resolution, Bathymetry Reference Data Set: ETOPO1-Bedrock"

DeployID,Ptt,Date,Most Likely Latitude,Most Likely Longitude,Observation Type,Observed SST,Satellite SST,Observed Depth,Bathymetry Depth,Observation LL (MSS),Observation Score,Sunrise,Sunset
THUALB_2022_04,233568,01-Sep-2022 00:00:00,16.525,-163.225,None,,,,,,,01-Sep-2022 16:39:39,02-Sep-2022 05:05:40
THUALB_2022_04,233568,01-Sep-2022 05:12:34,16.5,-163.3,Light - Dusk,,,80,5736,,99.2055613209445,,
THUALB_2022_04,233568,01-Sep-2022 12:00:00,16.525,-163.4,None,,,,,,,,
THUALB_2022_04,233568,01-Sep-2022 13:00:04,16.525,-163.4,SST,27.1,27.5833360038863,1,5890,,39.9478382365591,,
THUALB_2022_04,233568,01-Sep-2022 16:12:34,16.475,-163.45,Light - Dawn,,,144,5736,,6.57327584817635,,
THUALB_2022_04,233568,02-Sep-2022 00:00:00,16.425,-163.35,None,,,,,,,02-Sep-2022 16:40:20,03-Sep-2022 05:05:20
THUALB_2022_04,233568,02-Sep-2022 05:05:04,16.425,-163.225,Light - Dusk,,,80,5902,,65.9501925494899,,
THUALB_2022_04,233568,02-Sep-2022 12:00:00,16.475,-163.125,None,,,,,,,,
THUALB_2022_04,233568,02-Sep-2022 15:00:04,16.475,-163,SST,27.1,27.5574984827748,1,5648,,40.6699427757468,,
THUALB_2022_04,233568,02-Sep-2022 16:17:34,16.475,-162.975,Light - Dawn,,,176,5648,,63.8630518794257,,
THUALB_2022_04,233568,03-Sep-2022 00:00:00,16.425,-162.675,None,,,,,,,03-Sep-2022 16:37:45,04-Sep-2022 05:01:52
THUALB_2022_04,233568,03-Sep-2022 04:42:34,16.425,-162.45,Light - Dusk,,,176,5557,,0.100000000000502,,
THUALB_2022_04,233568,03-Sep-2022 12:00:00,16.45,-162.125,None,,,,,,,,
THUALB_2022_04,233568,03-Sep-2022 14:00:04,16.425,-162.025,SST,27,27.1624985157119,1,5691,,47.7892809764027,,
THUALB_2022_04,233568,03-Sep-2022 16:18:49,16.475,-161.925,Light - Dawn,,,240,5667,,1.92633866632176,,
THUALB_2022_04,233568,04-Sep-2022 00:00:00,16.55,-162,None,,,,,,,04-Sep-2022 16:35:06,05-Sep-2022 04:58:28
THUALB_2022_04,233568,04-Sep-2022 05:12:34,16.6,-162.05,Light - Dusk,,,112,5700,,0.201436756918253,,
THUALB_2022_04,233568,04-Sep-2022 12:00:00,16.625,-162.25,None,,,,,,,,
THUALB_2022_04,233568,04-Sep-2022 13:00:04,16.625,-162.275,SST,27.4,27.3083309092345,1,5659,,78.591638211715,,
THUALB_2022_04,233568,04-Sep-2022 16:23:49,16.6,-162.3,Light - Dawn,,,208,5659,,0.10033716618622,,
THUALB_2022_04,233568,05-Sep-2022 00:00:00,16.525,-162.55,None,,,,,,,05-Sep-2022 16:37:26,06-Sep-2022 04:59:52
THUALB_2022_04,233568,05-Sep-2022 05:06:19,16.35,-162.775,Light - Dusk,,,112,5648,,13.3762537443955,,
THUALB_2022_04,233568,05-Sep-2022 09:00:04,16.45,-162.675,SST,27.6,27.3362496037836,1,5512,,79.5868116292297,,
THUALB_2022_04,233568,05-Sep-2022 12:00:00,16.425,-162.6,None,,,,,,,,
THUALB_2022_04,233568,05-Sep-2022 16:23:49,16.4,-162.5,Light - Dawn,,,176,5557,,0.0999999999999999,,
THUALB_2022_04,233568,06-Sep-2022 00:00:00,16.375,-162.325,None,,,,,,,06-Sep-2022 16:36:43,07-Sep-2022 04:58:06
THUALB_2022_04,233568,06-Sep-2022 12:00:00,16.325,-162.125,None,,,,,,,,
THUALB_2022_04,233568,06-Sep-2022 14:00:04,16.325,-162.1,SST,27.1,27.1675014079942,1,5691,,62.6495420153845,,
THUALB_2022_04,233568,06-Sep-2022 16:26:19,16.3,-162.075,Light - Dawn,,,240,5691,,0.100000000015672,,
THUALB_2022_04,233568,07-Sep-2022 00:00:00,16.3,-161.95,None,,,,,,,07-Sep-2022 16:35:22,08-Sep-2022 04:55:47
THUALB_2022_04,233568,07-Sep-2022 05:03:49,16.3,-161.85,Light - Dusk,,,144,5667,,0.235702512412292,,
THUALB_2022_04,233568,07-Sep-2022 12:00:00,16.3,-161.85,None,,,,,,,,
THUALB_2022_04,233568,07-Sep-2022 14:00:04,16.325,-161.825,SST,27.1,27.1800003051758,1,5667,,62.2742894779144,,
THUALB_2022_04,233568,07-Sep-2022 16:23:49,16.3,-161.775,Light - Dawn,,,208,5667,,0.100000000000514,,
THUALB_2022_04,233568,08-Sep-2022 00:00:00,16.25,-161.65,None,,,,,,,08-Sep-2022 16:34:17,09-Sep-2022 04:53:46
THUALB_2022_04,233568,08-Sep-2022 04:20:04,16.2,-161.575,Light - Dusk,,,176,5491,,0.105144676876171,,
THUALB_2022_04,233568,08-Sep-2022 10:00:04,16.175,-161.45,SST,27.4,27.2899990081787,1,5845,,92.9400550689379,,
THUALB_2022_04,233568,08-Sep-2022 12:00:00,16.175,-161.425,None,,,,,,,,
THUALB_2022_04,233568,08-Sep-2022 16:15:04,16.15,-161.375,Light - Dawn,,,176,5845,,0.335152694618993,,
THUALB_2022_04,233568,09-Sep-2022 00:00:00,16.125,-161.275,None,,,,,,,09-Sep-2022 16:32:56,10-Sep-2022 04:51:25
THUALB_2022_04,233568,09-Sep-2022 12:00:00,16.075,-161.1,None,,,,,,,,
THUALB_2022_04,233568,09-Sep-2022 15:00:04,16.05,-161.05,SST,27.6,27.348750549599,2,5895,,82.772500215533,,
THUALB_2022_04,233568,09-Sep-2022 16:22:34,16.05,-161.025,Light - Dawn,,,176,5895,,2.89288078070111,,
THUALB_2022_04,233568,10-Sep-2022 00:00:00,16.025,-161.15,None,,,,,,,10-Sep-2022 16:32:34,11-Sep-2022 04:50:06
THUALB_2022_04,233568,10-Sep-2022 03:50:04,16,-161.2,Light - Dusk,,,208,5854,,0.100000000000362,,
THUALB_2022_04,233568,10-Sep-2022 12:00:00,15.975,-161.325,None,,,,,,,,
THUALB_2022_04,233568,10-Sep-2022 15:00:04,16,-161.375,SST,27.4,27.3412513038847,1,5881,,91.5761766464964,,
THUALB_2022_04,233568,10-Sep-2022 16:25:04,15.975,-161.375,Light - Dawn,,,240,5881,,0.108398283003335,,
THUALB_2022_04,233568,11-Sep-2022 00:00:00,15.9,-161.475,None,,,,,,,11-Sep-2022 16:34:00,12-Sep-2022 04:50:33
THUALB_2022_04,233568,11-Sep-2022 04:32:34,15.875,-161.55,Light - Dusk,,,208,5611,,0.100026228572342,,
THUALB_2022_04,233568,11-Sep-2022 05:00:04,15.875,-161.55,Light - Dusk,,,144,5611,,0.106810149236662,,
THUALB_2022_04,233568,11-Sep-2022 12:00:00,15.8,-161.65,None,,,,,,,,
THUALB_2022_04,233568,11-Sep-2022 15:00:04,15.8,-161.7,SST,27.4,27.3612517616484,2,5611,,90.2199189422421,,
THUALB_2022_04,233568,11-Sep-2022 16:15:04,15.775,-161.725,Light - Dawn,,,112,5611,,46.1186119077285,,
THUALB_2022_04,233568,12-Sep-2022 00:00:00,15.675,-161.9,None,,,,,,,12-Sep-2022 16:35:52,13-Sep-2022 04:51:24
THUALB_2022_04,233568,12-Sep-2022 04:51:19,15.6,-162.025,Light - Dusk,,,176,5603,,0.100000002855605,,
THUALB_2022_04,233568,12-Sep-2022 10:00:04,15.475,-162.175,SST,27.5,27.352501032794,1,5694,,92.0722092768229,,
THUALB_2022_04,233568,12-Sep-2022 12:00:00,15.475,-162.225,None,,,,,,,,
THUALB_2022_04,233568,12-Sep-2022 16:20:04,15.45,-162.4,Light - Dawn,,,208,5676,,0.111725052033879,,
THUALB_2022_04,233568,13-Sep-2022 00:00:00,15.425,-162.625,None,,,,,,,13-Sep-2022 16:38:55,14-Sep-2022 04:53:26
THUALB_2022_04,233568,13-Sep-2022 04:47:34,15.375,-162.8,Light - Dusk,,,208,5705,,0.547326004200717,,
THUALB_2022_04,233568,13-Sep-2022 12:00:00,15.275,-163.05,None,,,,,,,,
THUALB_2022_04,233568,13-Sep-2022 12:00:04,15.275,-163.05,SST,27.4,27.2899980822316,2,5829,,88.1582771191894,,
THUALB_2022_04,233568,13-Sep-2022 16:12:34,15.25,-163.2,Light - Dawn,,,208,5829,,0.135930496910972,,
THUALB_2022_04,233568,14-Sep-2022 00:00:00,15.175,-163.45,None,,,,,,,14-Sep-2022 16:42:21,15-Sep-2022 04:55:54
THUALB_2022_04,233568,14-Sep-2022 04:32:34,15.125,-163.625,Light - Dusk,,,208,5780,,0.10010369591759,,
THUALB_2022_04,233568,14-Sep-2022 12:00:00,15.025,-163.875,None,,,,,,,,
THUALB_2022_04,233568,14-Sep-2022 13:00:04,15,-163.9,SST,27.6,27.4437483568545,2,5697,,83.265080392026,,
THUALB_2022_04,233568,14-Sep-2022 16:13:49,15,-164,Light - Dawn,,,208,5697,,0.100000004473874,,
THUALB_2022_04,233568,15-Sep-2022 00:00:00,14.925,-164.225,None,,,,,,,15-Sep-2022 16:45:34,16-Sep-2022 04:58:10
THUALB_2022_04,233568,15-Sep-2022 04:53:49,14.875,-164.375,Light - Dusk,,,112,5615,,15.8881256069824,,
THUALB_2022_04,233568,15-Sep-2022 11:00:04,14.75,-164.575,SST,27.4,27.9175019226251,1,5566,,43.3763682494615,,
THUALB_2022_04,233568,15-Sep-2022 12:00:00,14.75,-164.575,None,,,,,,,,
THUALB_2022_04,233568,15-Sep-2022 16:11:19,14.725,-164.725,Light - Dawn,,,208,5709,,0.23133492561776,,
THUALB_2022_04,233568,16-Sep-2022 00:00:00,14.6,-165.025,None,,,,,,,16-Sep-2022 16:48:53,17-Sep-2022 05:00:32
THUALB_2022_04,233568,16-Sep-2022 04:36:19,14.575,-165.15,Light - Dusk,,,176,5591,,4.41508864348896,,
THUALB_2022_04,233568,16-Sep-2022 10:00:04,14.4,-165.125,SST,28.4,28.2266679845033,1,5622,,78.5130375048238,,
THUALB_2022_04,233568,16-Sep-2022 12:00:00,14.375,-165.1,None,,,,,,,,
THUALB_2022_04,233568,16-Sep-2022 16:10:04,14.3,-165.075,Light - Dawn,,,176,5622,,0.143810224373615,,
THUALB_2022_04,233568,17-Sep-2022 00:00:00,14.175,-165.05,None,,,,,,,17-Sep-2022 16:49:07,18-Sep-2022 04:59:48
THUALB_2022_04,233568,17-Sep-2022 04:55:04,14.1,-165.075,Light - Dusk,,,112,5606,,6.11802295180796,,
THUALB_2022_04,233568,17-Sep-2022 11:00:04,14.025,-165.025,SST,28.4,28.2733291305436,1,5606,,86.3484167168392,,
THUALB_2022_04,233568,17-Sep-2022 12:00:00,14,-165.025,None,,,,,,,,
THUALB_2022_04,233568,17-Sep-2022 15:55:04,13.925,-165.025,Light - Dawn,,,144,5611,,0.100001354752119,,
THUALB_2022_04,233568,18-Sep-2022 00:00:00,13.8,-165.025,None,,,,,,,18-Sep-2022 16:49:06,19-Sep-2022 04:58:54
THUALB_2022_04,233568,18-Sep-2022 12:00:00,13.625,-165.075,None,,,,,,,,
THUALB_2022_04,233568,18-Sep-2022 13:00:04,13.625,-165.075,SST,28.4,28.1870732559098,1,5523,,81.2720944549615,,
THUALB_2022_04,233568,18-Sep-2022 16:01:19,13.55,-165.05,Light - Dawn,,,144,5523,,0.127606123452982,,
THUALB_2022_04,233568,19-Sep-2022 00:00:00,13.45,-165.05,None,,,,,,,19-Sep-2022 16:49:16,20-Sep-2022 04:58:14
THUALB_2022_04,233568,19-Sep-2022 04:52:35,13.4,-165.075,Light - Dusk,,,112,5553,,44.2155011123776,,
THUALB_2022_04,233568,19-Sep-2022 04:58:50,13.4,-165.075,Light - Dusk,,,112,5553,,1.06633227811943,,
THUALB_2022_04,233568,19-Sep-2022 12:00:00,13.225,-164.85,None,,,,,,,,
THUALB_2022_04,233568,19-Sep-2022 15:00:05,13.175,-164.775,SST,28.2,28.116249424771,1,5627,,84.4992577654946,,
THUALB_2022_04,233568,19-Sep-2022 16:06:20,13.15,-164.75,Light - Dawn,,,16,5627,,42.589421859964,,
THUALB_2022_04,233568,20-Sep-2022 00:00:00,13,-164.675,None,,,,,,,20-Sep-2022 16:47:49,21-Sep-2022 04:55:59
THUALB_2022_04,233568,20-Sep-2022 12:00:00,12.8,-164.625,None,,,,,,,,
THUALB_2022_04,233568,20-Sep-2022 14:00:05,12.75,-164.6,SST,28.3,28.1108302745554,1,5727,,80.9691764417154,,
THUALB_2022_04,233568,20-Sep-2022 15:57:35,12.725,-164.575,Light - Dawn,,,176,5563,,0.11387434013921,,
THUALB_2022_04,233568,21-Sep-2022 00:00:00,12.625,-164.525,None,,,,,,,21-Sep-2022 16:47:14,22-Sep-2022 04:54:39
THUALB_2022_04,233568,21-Sep-2022 04:47:35,12.575,-164.55,Light - Dusk,,,144,5563,,0.162277051892427,,
THUALB_2022_04,233568,21-Sep-2022 05:05:05,12.575,-164.55,Light - Dusk,,,112,5563,,14.2664124351065,,
THUALB_2022_04,233568,21-Sep-2022 11:00:05,12.425,-164.525,SST,28.4,28.252495551882,1,5371,,77.4276360485351,,
THUALB_2022_04,233568,21-Sep-2022 12:00:00,12.425,-164.525,None,,,,,,,,
THUALB_2022_04,233568,21-Sep-2022 16:08:50,12.4,-164.575,Light - Dawn,,,176,5371,,0.100000000000491,,
THUALB_2022_04,233568,22-Sep-2022 00:00:00,12.35,-164.6,None,,,,,,,22-Sep-2022 16:47:32,23-Sep-2022 04:54:15
THUALB_2022_04,233568,22-Sep-2022 04:57:35,12.3,-164.575,Light - Dusk,,,144,5371,,21.1284935013539,,
THUALB_2022_04,233568,22-Sep-2022 12:00:00,12.3,-164.725,None,,,,,,,,
THUALB_2022_04,233568,22-Sep-2022 13:00:05,12.3,-164.725,SST,28.6,28.3825162611626,1,5371,,81.3532647594559,,
THUALB_2022_04,233568,22-Sep-2022 15:55:05,12.275,-164.8,Light - Dawn,,,176,5438,,0.100009479079071,,
THUALB_2022_04,233568,23-Sep-2022 00:00:00,12.25,-164.875,None,,,,,,,23-Sep-2022 16:48:38,24-Sep-2022 04:54:39
THUALB_2022_04,233568,23-Sep-2022 04:28:50,12.25,-164.9,Light - Dusk,,,112,5438,,11.6624418145728,,
THUALB_2022_04,233568,23-Sep-2022 12:00:00,12.35,-165,None,,,,,,,,
THUALB_2022_04,233568,23-Sep-2022 13:00:05,12.35,-165,SST,28.4,28.5416680278601,1,5438,,66.7681020162299,,
THUALB_2022_04,233568,23-Sep-2022 15:32:35,12.3,-164.975,Light - Dawn,,,112,5438,,3.6676758769401,,
THUALB_2022_04,233568,24-Sep-2022 00:00:00,12.175,-164.925,None,,,,,,,24-Sep-2022 16:48:49,25-Sep-2022 04:54:11
THUALB_2022_04,233568,24-Sep-2022 12:00:00,12.1,-164.95,None,,,,,,,,
THUALB_2022_04,233568,24-Sep-2022 12:00:05,12.1,-164.95,SST,28.6,28.5949917901445,1,5276,,82.4736013472209,,
THUALB_2022_04,233568,24-Sep-2022 16:03:50,12.025,-164.9,Light - Dawn,,,144,5276,,0.1,,
THUALB_2022_04,233568,25-Sep-2022 00:00:00,11.875,-164.9,None,,,,,,,25-Sep-2022 16:48:41,26-Sep-2022 04:53:25
THUALB_2022_04,233568,25-Sep-2022 04:36:20,11.85,-164.9,Light - Dusk,,,144,5176,,0.136243605069659,,
THUALB_2022_04,233568,25-Sep-2022 04:48:50,11.85,-164.9,Light - Dusk,,,112,5176,,0.100000000302075,,
THUALB_2022_04,233568,25-Sep-2022 12:00:00,11.775,-164.825,None,,,,,,,,
THUALB_2022_04,233568,25-Sep-2022 13:00:05,11.775,-164.825,SST,28.5,28.5024889253908,1,5176,,86.9342658610874,,
THUALB_2022_04,233568,25-Sep-2022 15:55:05,11.675,-164.775,Light - Dawn,,,144,4904,,0.12030524061448,,
THUALB_2022_04,233568,26-Sep-2022 00:00:00,11.5,-164.675,None,,,,,,,26-Sep-2022 16:47:44,27-Sep-2022 04:51:53
THUALB_2022_04,233568,26-Sep-2022 04:31:20,11.425,-164.65,Light - Dusk,,,176,5132,,0.100000005057182,,
THUALB_2022_04,233568,26-Sep-2022 12:00:00,11.325,-164.6,None,,,,,,,,
THUALB_2022_04,233568,26-Sep-2022 14:00:05,11.3,-164.575,SST,28.6,28.4058259248734,1,5132,,89.579785080959,,
THUALB_2022_04,233568,26-Sep-2022 16:10:05,11.275,-164.55,Light - Dawn,,,144,5132,,2.10405176911067,,
THUALB_2022_04,233568,27-Sep-2022 00:00:00,11.125,-164.475,None,,,,,,,27-Sep-2022 16:46:52,28-Sep-2022 04:50:29
THUALB_2022_04,233568,27-Sep-2022 11:00:05,10.975,-164.35,SST,28.5,28.3679123741609,1,4991,,91.8296535166718,,
THUALB_2022_04,233568,27-Sep-2022 12:00:00,10.975,-164.35,None,,,,,,,,
THUALB_2022_04,233568,27-Sep-2022 16:01:20,10.9,-164.3,Light - Dawn,,,112,4991,,0.627718709257168,,
THUALB_2022_04,233568,28-Sep-2022 00:00:00,10.725,-164.2,None,,,,,,,28-Sep-2022 16:45:40,29-Sep-2022 04:48:48
THUALB_2022_04,233568,28-Sep-2022 04:22:35,10.6,-164.15,Light - Dusk,,,144,4606,,1.7752758126992,,
THUALB_2022_04,233568,28-Sep-2022 04:50:05,10.6,-164.15,Light - Dusk,,,112,4606,,0.101457798754755,,
THUALB_2022_04,233568,28-Sep-2022 12:00:00,10.4,-164.175,None,,,,,,,,
THUALB_2022_04,233568,28-Sep-2022 12:00:05,10.4,-164.175,SST,28.3,28.3900051765972,1,4664,,76.9628473580962,,
THUALB_2022_04,233568,28-Sep-2022 16:06:20,10.4,-164.225,Light - Dawn,,,112,4664,,0.101021601656269,,
THUALB_2022_04,233568,29-Sep-2022 00:00:00,10.3,-164.25,None,,,,,,,29-Sep-2022 16:45:45,30-Sep-2022 04:48:28
THUALB_2022_04,233568,29-Sep-2022 10:00:05,9.925,-164.25,SST,28.1,28.4749959554937,1,4756,,54.4293346452469,,
THUALB_2022_04,233568,29-Sep-2022 12:00:00,9.85,-164.25,None,,,,,,,,
THUALB_2022_04,233568,29-Sep-2022 15:55:05,9.675,-164.275,Light - Dawn,,,176,4745,,0.0999999999999996,,
THUALB_2022_04,233568,30-Sep-2022 00:00:00,9.35,-164.3,None,,,,,,,30-Sep-2022 16:45:43,01-Oct-2022 04:48:16
THUALB_2022_04,233568,30-Sep-2022 04:50:05,9.175,-164.35,Light - Dusk,,,144,4952,,0.100000000272789,,
THUALB_2022_04,233568,30-Sep-2022 04:57:35,9.175,-164.35,Light - Dusk,,,80,4952,,4.62688105879024,,
THUALB_2022_04,233568,30-Sep-2022 11:00:05,8.95,-164.275,SST,28.1,28.5433286623822,1,5054,,57.0497839583331,,
THUALB_2022_04,233568,30-Sep-2022 12:00:00,8.95,-164.275,None,,,,,,,,
THUALB_2022_04,233568,30-Sep-2022 16:06:20,8.875,-164.275,Light - Dawn,,,176,5054,,0.1,,
THUALB_2022_04,233568,01-Oct-2022 00:00:00,8.675,-164.25,None,,,,,,,01-Oct-2022 16:45:17,02-Oct-2022 04:47:39
THUALB_2022_04,233568,01-Oct-2022 04:41:20,8.575,-164.25,Light - Dusk,,,80,5028,,89.4274766767424,,
THUALB_2022_04,233568,01-Oct-2022 11:00:05,8.4,-164.25,SST,28.1,28.3679123741609,1,4115,,55.7153786669371,,
THUALB_2022_04,233568,01-Oct-2022 12:00:00,8.4,-164.25,None,,,,,,,,
THUALB_2022_04,233568,01-Oct-2022 15:56:20,8.35,-164.275,Light - Dawn,,,144,4115,,0.109010801397529,,
THUALB_2022_04,233568,02-Oct-2022 00:00:00,8.25,-164.3,None,,,,,,,02-Oct-2022 16:45:18,03-Oct-2022 04:47:25
THUALB_2022_04,233568,02-Oct-2022 12:00:00,8.125,-164.375,None,,,,,,,,
THUALB_2022_04,233568,02-Oct-2022 12:00:05,8.125,-164.375,SST,28.1,28.3900051765972,1,4941,,49.0289965927859,,
THUALB_2022_04,233568,02-Oct-2022 16:08:50,8,-164.425,Light - Dawn,,,208,5103,,0.100010660471755,,
THUALB_2022_04,233568,03-Oct-2022 00:00:00,7.8,-164.6,None,,,,,,,03-Oct-2022 16:46:16,04-Oct-2022 04:48:13
THUALB_2022_04,233568,03-Oct-2022 04:31:20,7.775,-164.8,Light - Dusk,,,176,5096,,0.105927220387857,,
THUALB_2022_04,233568,03-Oct-2022 04:47:35,7.775,-164.8,Light - Dusk,,,80,5096,,0.325565924535679,,
THUALB_2022_04,233568,03-Oct-2022 12:00:00,7.6,-164.55,None,,,,,,,,
THUALB_2022_04,233568,03-Oct-2022 15:00:05,7.45,-164.425,SST,28.5,28.6887610240115,1,4931,,75.5897642573565,,
THUALB_2022_04,233568,03-Oct-2022 16:02:35,7.425,-164.4,Light - Dawn,,,144,4931,,0.552822485876192,,
THUALB_2022_04,233568,04-Oct-2022 00:00:00,7.2,-164.275,None,,,,,,,04-Oct-2022 16:44:41,05-Oct-2022 04:46:35
THUALB_2022_04,233568,04-Oct-2022 11:00:05,6.925,-164.125,SST,28.6,28.5949922893886,1,4974,,85.8454696071146,,
THUALB_2022_04,233568,04-Oct-2022 12:00:00,6.925,-164.125,None,,,,,,,,
THUALB_2022_04,233568,04-Oct-2022 16:10:05,6.825,-164.125,Light - Dawn,,,176,4974,,0.100021624958196,,
THUALB_2022_04,233568,05-Oct-2022 00:00:00,6.65,-164.1,None,,,,,,,05-Oct-2022 16:43:41,06-Oct-2022 04:45:35
THUALB_2022_04,233568,05-Oct-2022 04:25:05,6.55,-164.075,Light - Dusk,,,176,5002,,0.0999999999999999,,
THUALB_2022_04,233568,05-Oct-2022 11:00:05,6.4,-164.025,SST,28.4,28.4708315083274,1,4720,,73.1738091513201,,
THUALB_2022_04,233568,05-Oct-2022 12:00:00,6.375,-164.025,None,,,,,,,,
THUALB_2022_04,233568,05-Oct-2022 16:21:20,6.3,-164.05,Light - Dawn,,,208,4720,,0.100169842102564,,
THUALB_2022_04,233568,06-Oct-2022 00:00:00,6.15,-164.075,None,,,,,,,06-Oct-2022 16:43:17,07-Oct-2022 04:45:12
THUALB_2022_04,233568,06-Oct-2022 04:46:20,6.025,-164.075,Light - Dusk,,,144,4567,,0.10006928252325,,
THUALB_2022_04,233568,06-Oct-2022 12:00:00,5.875,-164.075,None,,,,,,,,
THUALB_2022_04,233568,06-Oct-2022 14:00:05,5.8,-164.1,SST,28,28.2383252823794,1,4385,,47.6197725996042,,
THUALB_2022_04,233568,06-Oct-2022 16:13:50,5.8,-164.075,Light - Dawn,,,176,4385,,0.101233628650037,,
THUALB_2022_04,233568,07-Oct-2022 00:00:00,5.7,-164.075,None,,,,,,,07-Oct-2022 16:42:59,08-Oct-2022 04:44:56
THUALB_2022_04,233568,07-Oct-2022 04:45:05,5.65,-164.05,Light - Dusk,,,112,4451,,0.105574935533491,,
THUALB_2022_04,233568,07-Oct-2022 12:00:00,5.55,-164.05,None,,,,,,,,
THUALB_2022_04,233568,07-Oct-2022 12:00:05,5.55,-164.05,SST,27.9,28.0199948744641,1,4451,,50.3158245409412,,
THUALB_2022_04,233568,07-Oct-2022 16:06:20,5.525,-164.05,Light - Dawn,,,240,4451,,0.1,,
THUALB_2022_04,233568,08-Oct-2022 00:00:00,5.475,-164.05,None,,,,,,,08-Oct-2022 16:42:39,09-Oct-2022 04:44:30
THUALB_2022_04,233568,08-Oct-2022 04:38:50,5.45,-164.075,Light - Dusk,,,112,4766,,0.112594709223633,,
THUALB_2022_04,233568,08-Oct-2022 04:42:35,5.45,-164.075,Light - Dusk,,,112,4766,,0.100031901850896,,
THUALB_2022_04,233568,08-Oct-2022 09:00:05,5.425,-164.05,SST,27.8,27.9400083627966,1,4766,,47.7381305859229,,
THUALB_2022_04,233568,08-Oct-2022 12:00:00,5.45,-164.075,None,,,,,,,,
THUALB_2022_04,233568,08-Oct-2022 16:16:20,5.475,-164.1,Light - Dawn,,,176,4766,,0.200690192461788,,
THUALB_2022_04,233568,09-Oct-2022 00:00:00,5.475,-164.175,None,,,,,,,09-Oct-2022 16:43:01,10-Oct-2022 04:44:35
THUALB_2022_04,233568,09-Oct-2022 12:00:00,5.35,-164.425,None,,,,,,,,
THUALB_2022_04,233568,09-Oct-2022 12:00:05,5.35,-164.425,SST,28.3,28.1950037457325,1,4787,,67.7624599775368,,
THUALB_2022_04,233568,09-Oct-2022 16:25:05,5.225,-164.6,Light - Dawn,,,208,4919,,0.1,,
THUALB_2022_04,233568,10-Oct-2022 00:00:00,5.125,-164.775,None,,,,,,,10-Oct-2022 16:45:07,11-Oct-2022 04:46:45
THUALB_2022_04,233568,10-Oct-2022 03:55:05,5.075,-164.825,Light - Dusk,,,208,4872,,0.1,,
THUALB_2022_04,233568,10-Oct-2022 04:41:20,5.075,-164.85,Light - Dusk,,,112,4872,,0.574253910258319,,
THUALB_2022_04,233568,10-Oct-2022 12:00:00,5.1,-164.6,None,,,,,,,,
THUALB_2022_04,233568,10-Oct-2022 16:00:05,5.125,-164.425,SST,27.9,27.8233232093078,1,4855,,64.2057156160427,,
THUALB_2022_04,233568,10-Oct-2022 16:08:50,5.125,-164.425,Light - Dawn,,,240,4855,,0.1,,
THUALB_2022_04,233568,11-Oct-2022 00:00:00,5.525,-163.475,None,,,,,,,11-Oct-2022 16:40:00,12-Oct-2022 04:40:57
THUALB_2022_04,233568,11-Oct-2022 04:42:36,5.525,-163.5,Light - Dusk,,,48,4596,,75.4904841465404,,
THUALB_2022_04,233568,11-Oct-2022 12:00:00,5.55,-163.6,None,,,,,,,,
THUALB_2022_04,233568,11-Oct-2022 14:00:06,5.575,-163.625,SST,28,27.8233267541726,1,4464,,64.802615340191,,
THUALB_2022_04,233568,11-Oct-2022 16:05:06,5.525,-163.575,Light - Dawn,,,208,4464,,0.100000000048305,,
THUALB_2022_04,233568,12-Oct-2022 00:00:00,5.35,-163.525,None,,,,,,,12-Oct-2022 16:40:00,13-Oct-2022 04:40:51
THUALB_2022_04,233568,12-Oct-2022 04:38:51,5.325,-163.475,Light - Dusk,,,112,4372,,0.283239375808905,,
THUALB_2022_04,233568,12-Oct-2022 12:00:00,5.275,-163.525,None,,,,,,,,
THUALB_2022_04,233568,12-Oct-2022 12:00:06,5.275,-163.525,SST,27.6,27.4699895911747,1,4373,,79.3836778419545,,
THUALB_2022_04,233568,12-Oct-2022 16:15:06,5.175,-163.525,Light - Dawn,,,80,4254,,51.3826059150499,,
THUALB_2022_04,233568,13-Oct-2022 00:00:00,5.1,-163.5,None,,,,,,,13-Oct-2022 16:39:39,14-Oct-2022 04:40:31
THUALB_2022_04,233568,13-Oct-2022 04:16:21,5.05,-163.525,Light - Dusk,,,112,4254,,18.122525964501,,
THUALB_2022_04,233568,13-Oct-2022 12:00:00,5.025,-163.275,None,,,,,,,,
THUALB_2022_04,233568,13-Oct-2022 14:00:06,5.025,-163.2,SST,27.1,27.2608293143908,1,4416,,71.4488158540664,,
THUALB_2022_04,233568,13-Oct-2022 15:55:06,5.05,-163.15,Light - Dawn,,,48,4416,,63.2864214938053,,
THUALB_2022_04,233568,14-Oct-2022 00:00:00,5.075,-162.95,None,,,,,,,14-Oct-2022 16:37:20,15-Oct-2022 04:37:58
THUALB_2022_04,233568,14-Oct-2022 04:35:06,5.125,-162.825,Light - Dusk,,,112,4487,,0.100744076797915,,
THUALB_2022_04,233568,14-Oct-2022 11:00:06,5.15,-162.625,SST,27.6,27.3316628176636,1,4465,,71.4511872618156,,
THUALB_2022_04,233568,14-Oct-2022 12:00:00,5.15,-162.625,None,,,,,,,,
