"","Lon","Lat","Matchup_Lon_Lower","Matchup_Lon_Upper","Matchup_Lat_Lower","Matchup_Lat_Upper","Chlor_a"
"388",198.5,16.45,198.4,198.6,16.35,198.6,0.0592207330175572
"389",198.475,16.45,198.375,198.575,16.35,198.575,0.0592672198803888
"390",198.475,16.45,198.375,198.575,16.35,198.575,0.0592672198803888
"391",198.375,16.525,198.275,198.475,16.425,198.475,0.0589336377878984
"392",198.35,16.55,198.25,198.45,16.45,198.45,0.0594828685538636
"393",198.225,16.625,198.125,198.325,16.525,198.325,0.0601538643240929
"394",198.2,16.65,198.1,198.3,16.55,198.3,0.0598189435899258
"395",198.175,16.65,198.075,198.275,16.55,198.275,0.060234280799826
"396",198.05,16.75,197.95,198.15,16.65,198.15,0.0588922041157881
"397",197.95,16.825,197.85,198.05,16.725,198.05,0.0580651274778777
"398",197.9,16.85,197.8,198,16.75,198,0.0579527989029884
"399",197.85,16.9,197.75,197.95,16.8,197.95,0.0569472273190816
"400",197.775,16.975,197.675,197.875,16.875,197.875,0.0554732901354631
"401",197.65,17.125,197.55,197.75,17.025,197.75,0.0522283372779687
"402",197.6,17.175,197.5,197.7,17.075,197.7,0.051730970127715
"403",197.7,17.15,197.6,197.8,17.05,197.8,0.0518553882837296
"404",197.75,17.125,197.65,197.85,17.025,197.85,0.0524628246203065
"405",197.775,17.125,197.675,197.875,17.025,197.875,0.0523691518853108
"406",197.9,17.075,197.8,198,16.975,198,0.0548292285452286
"407",198.075,17,197.975,198.175,16.9,198.175,0.0567158873503407
"408",198.25,17.1,198.15,198.35,17,198.35,0.0543506919509835
"409",198.35,17.1,198.25,198.45,17,198.45,0.0529532395303249
"410",198.35,17.125,198.25,198.45,17.025,198.45,0.0529666086658835
"411",198.25,17.075,198.15,198.35,16.975,198.35,0.0543506919509835
"412",198.1,17,198,198.2,16.9,198.2,0.0567158873503407
"413",198.05,16.975,197.95,198.15,16.875,198.15,0.0569885600772169
"414",198.05,16.975,197.95,198.15,16.875,198.15,0.0569885600772169
"415",197.85,16.975,197.75,197.95,16.875,197.95,0.0557026406750083
"416",197.825,16.95,197.725,197.925,16.85,197.925,0.0557026406750083
"417",197.825,16.95,197.725,197.925,16.85,197.925,0.0557026406750083
"418",197.625,16.9,197.525,197.725,16.8,197.725,0.0588234309107065
"419",197.6,16.875,197.5,197.7,16.775,197.7,0.0587019380182028
"420",197.575,16.875,197.475,197.675,16.775,197.675,0.0587019380182028
"421",197.45,16.825,197.35,197.55,16.725,197.55,0.0574485926578442
"422",197.275,16.725,197.175,197.375,16.625,197.375,0.0558812279254198
"423",197.1,16.65,197,197.2,16.55,197.2,0.055586526542902
"424",196.925,16.575,196.825,197.025,16.475,197.025,0.0570477614593175
"425",196.775,16.525,196.675,196.875,16.425,196.875,0.0576366479694843
"426",196.7,16.5,196.6,196.8,16.4,196.8,0.0575686109562715
"427",196.6,16.525,196.5,196.7,16.425,196.7,0.0571241116772095
"428",196.6,16.525,196.5,196.7,16.425,196.7,0.0571241116772095
"429",196.55,16.475,196.45,196.65,16.375,196.65,0.0583971012383699
"430",196.65,16.425,196.55,196.75,16.325,196.75,0.0583555980275075
"431",196.775,16.425,196.675,196.875,16.325,196.875,0.0582207142064969
"432",196.875,16.475,196.775,196.975,16.375,196.975,0.0573264028256138
"433",197,16.475,196.9,197.1,16.375,197.1,0.0570607649990254
"434",197.025,16.475,196.925,197.125,16.375,197.125,0.0570806967715422
"435",197.325,16.425,197.225,197.425,16.325,197.425,0.0590264482630624
"436",197.55,16.425,197.45,197.65,16.325,197.65,0.0621866343749894
"437",197.875,16.45,197.775,197.975,16.35,197.975,0.0622045665772425
"438",197.975,16.425,197.875,198.075,16.325,198.075,0.0612609866592619
"439",198.075,16.475,197.975,198.175,16.375,198.175,0.0603310083970428
"440",198,16.55,197.9,198.1,16.45,198.1,0.0607812630219592
"441",197.95,16.6,197.85,198.05,16.5,198.05,0.0609523644670844
"442",197.75,16.625,197.65,197.85,16.525,197.85,0.0636913493896524
"443",197.725,16.625,197.625,197.825,16.525,197.825,0.0638834670599964
"444",197.7,16.6,197.6,197.8,16.5,197.8,0.0639258593113886
"445",197.45,16.525,197.35,197.55,16.425,197.55,0.0607653087625901
"446",197.225,16.35,197.125,197.325,16.25,197.325,0.0592231322079897
"447",197.325,16.45,197.225,197.425,16.35,197.425,0.0590106179523799
"448",197.4,16.425,197.3,197.5,16.325,197.5,0.0599868306269248
"449",197.5,16.4,197.4,197.6,16.3,197.6,0.0616857587049405
"450",197.675,16.375,197.575,197.775,16.275,197.775,0.0619454849511385
"451",197.875,16.325,197.775,197.975,16.225,197.975,0.0619896782769097
"452",197.9,16.325,197.8,198,16.225,198,0.0618520244956017
"453",197.925,16.3,197.825,198.025,16.2,198.025,0.0612244083442622
"454",198.05,16.3,197.95,198.15,16.2,198.15,0.0597625346854329
"455",198.15,16.3,198.05,198.25,16.2,198.25,0.0597085942824682
"456",198.15,16.3,198.05,198.25,16.2,198.25,0.0597085942824682
"457",198.175,16.325,198.075,198.275,16.225,198.275,0.0600283518433571
"458",198.225,16.3,198.125,198.325,16.2,198.325,0.0600204408789674
"459",198.35,16.25,198.25,198.45,16.15,198.45,0.0590750098021494
"460",198.425,16.2,198.325,198.525,16.1,198.525,0.0582570092131694
"461",198.55,16.175,198.45,198.65,16.075,198.65,0.0577302305027843
"462",198.575,16.175,198.475,198.675,16.075,198.675,0.0575782669087251
"463",198.625,16.15,198.525,198.725,16.05,198.725,0.0577711618194977
"464",198.725,16.125,198.625,198.825,16.025,198.825,0.0574852704173989
"465",198.9,16.075,198.8,199,15.975,199,0.0567996252328157
"466",198.95,16.05,198.85,199.05,15.95,199.05,0.0566804871583978
"467",198.975,16.05,198.875,199.075,15.95,199.075,0.0566804871583978
"468",198.85,16.025,198.75,198.95,15.925,198.95,0.0569521997123957
"469",198.8,16,198.7,198.9,15.9,198.9,0.0569605814913909
"470",198.675,15.975,198.575,198.775,15.875,198.775,0.0571541886569725
"471",198.625,16,198.525,198.725,15.9,198.725,0.0569963615594639
"472",198.625,15.975,198.525,198.725,15.875,198.725,0.0571106689878636
"473",198.525,15.9,198.425,198.625,15.8,198.625,0.057151350080967
"474",198.45,15.875,198.35,198.55,15.775,198.55,0.0568306846544147
"475",198.45,15.875,198.35,198.55,15.775,198.55,0.0568306846544147
"476",198.35,15.8,198.25,198.45,15.7,198.45,0.0559206459050377
"477",198.3,15.8,198.2,198.4,15.7,198.4,0.0562985178290142
"478",198.275,15.775,198.175,198.375,15.675,198.375,0.0561617210507393
"479",198.1,15.675,198,198.2,15.575,198.2,0.0573671856481168
"480",197.975,15.6,197.875,198.075,15.5,198.075,0.0591471741596858
"481",197.825,15.475,197.725,197.925,15.375,197.925,0.0589811028912663
"482",197.775,15.475,197.675,197.875,15.375,197.875,0.0587830965717634
"483",197.6,15.45,197.5,197.7,15.35,197.7,0.0593404637442695
"484",197.375,15.425,197.275,197.475,15.325,197.475,0.0590117478536235
"485",197.2,15.375,197.1,197.3,15.275,197.3,0.0574840317583746
"486",196.95,15.275,196.85,197.05,15.175,197.05,0.058350129922231
"487",196.95,15.275,196.85,197.05,15.175,197.05,0.058350129922231
"488",196.8,15.25,196.7,196.9,15.15,196.9,0.0579908224236634
"489",196.55,15.175,196.45,196.65,15.075,196.65,0.0532163205660052
"490",196.375,15.125,196.275,196.475,15.025,196.475,0.0523370133919848
"491",196.125,15.025,196.025,196.225,14.925,196.225,0.0533326141536236
"492",196.1,15,196,196.2,14.9,196.2,0.0542527145395676
"493",196,15,195.9,196.1,14.9,196.1,0.0546697868655125
"494",195.775,14.925,195.675,195.875,14.825,195.875,0.0518251118560632
"495",195.625,14.875,195.525,195.725,14.775,195.725,0.0520564672640628
"496",195.425,14.75,195.325,195.525,14.65,195.525,0.050481468025181
"497",195.425,14.75,195.325,195.525,14.65,195.525,0.050481468025181
"498",195.275,14.725,195.175,195.375,14.625,195.375,0.0502563251803319
"499",194.975,14.6,194.875,195.075,14.5,195.075,0.0480859985368119
"500",194.85,14.575,194.75,194.95,14.475,194.95,0.0479476183859838
"501",194.875,14.4,194.775,194.975,14.3,194.975,0.0471118385593096
"502",194.9,14.375,194.8,195,14.275,195,0.0467859001209339
"503",194.925,14.3,194.825,195.025,14.2,195.025,0.0457261675554845
"504",194.95,14.175,194.85,195.05,14.075,195.05,0.0559443734172318
"505",194.925,14.1,194.825,195.025,14,195.025,0.0541921379044652
"506",194.975,14.025,194.875,195.075,13.925,195.075,0.0541060127317905
"507",194.975,14,194.875,195.075,13.9,195.075,0.0536333372195562
"508",194.975,13.925,194.875,195.075,13.825,195.075,0.052105078059766
"509",194.975,13.8,194.875,195.075,13.7,195.075,0.0501468678315481
"510",194.925,13.625,194.825,195.025,13.525,195.025,0.0495144336794813
"511",194.925,13.625,194.825,195.025,13.525,195.025,0.0495144336794813
"512",194.95,13.55,194.85,195.05,13.45,195.05,0.0486154900863767
"513",194.95,13.45,194.85,195.05,13.35,195.05,0.0479031606680817
"514",194.925,13.4,194.825,195.025,13.3,195.025,0.047710457071662
"515",194.925,13.4,194.825,195.025,13.3,195.025,0.047710457071662
"516",195.15,13.225,195.05,195.25,13.125,195.25,0.0454875225822131
"517",195.225,13.175,195.125,195.325,13.075,195.325,0.0450805897514025
"518",195.25,13.15,195.15,195.35,13.05,195.35,0.0450268326948086
"519",195.325,13,195.225,195.425,12.9,195.425,0.0468336438967122
"520",195.375,12.8,195.275,195.475,12.7,195.475,0.0522728043918808
"521",195.4,12.75,195.3,195.5,12.65,195.5,0.0536710554112991
"522",195.425,12.725,195.325,195.525,12.625,195.525,0.0534733477979898
"523",195.475,12.625,195.375,195.575,12.525,195.575,0.0538044594642189
"524",195.45,12.575,195.35,195.55,12.475,195.55,0.0538739416127404
"525",195.45,12.575,195.35,195.55,12.475,195.55,0.0538739416127404
"526",195.475,12.425,195.375,195.575,12.325,195.575,0.0553619507700205
"527",195.475,12.425,195.375,195.575,12.325,195.575,0.0553619507700205
"528",195.425,12.4,195.325,195.525,12.3,195.525,0.0554052049914996
"529",195.4,12.35,195.3,195.5,12.25,195.5,0.0551533956080675
"530",195.425,12.3,195.325,195.525,12.2,195.525,0.0554854776710272
"531",195.275,12.3,195.175,195.375,12.2,195.375,0.0555398850391308
"532",195.275,12.3,195.175,195.375,12.2,195.375,0.0555398850391308
"533",195.2,12.275,195.1,195.3,12.175,195.3,0.056228306889534
"534",195.125,12.25,195.025,195.225,12.15,195.225,0.055312616750598
"535",195.1,12.25,195,195.2,12.15,195.2,0.0546224641924103
"536",195,12.35,194.9,195.1,12.25,195.1,0.0534445588580436
"537",195,12.35,194.9,195.1,12.25,195.1,0.0534445588580436
"538",195.025,12.3,194.925,195.125,12.2,195.125,0.0540858364353577
"539",195.075,12.175,194.975,195.175,12.075,195.175,0.0545249384724432
"540",195.05,12.1,194.95,195.15,12,195.15,0.0553179796164235
"541",195.05,12.1,194.95,195.15,12,195.15,0.0553179796164235
"542",195.1,12.025,195,195.2,11.925,195.2,0.0551110302408536
"543",195.1,11.875,195,195.2,11.775,195.2,0.0559520815602607
"544",195.1,11.85,195,195.2,11.75,195.2,0.0561338502706753
"545",195.1,11.85,195,195.2,11.75,195.2,0.0561338502706753
"546",195.175,11.775,195.075,195.275,11.675,195.275,0.0582957408080498
"547",195.175,11.775,195.075,195.275,11.675,195.275,0.0582957408080498
"548",195.225,11.675,195.125,195.325,11.575,195.325,0.0586512042209506
"549",195.325,11.5,195.225,195.425,11.4,195.425,0.0608834690517849
"550",195.35,11.425,195.25,195.45,11.325,195.45,0.0610138224437833
"551",195.4,11.325,195.3,195.5,11.225,195.5,0.05919451204439
"552",195.425,11.3,195.325,195.525,11.2,195.525,0.0579928400822812
"553",195.45,11.275,195.35,195.55,11.175,195.55,0.057799615090092
"554",195.525,11.125,195.425,195.625,11.025,195.625,0.056602606549859
"555",195.65,10.975,195.55,195.75,10.875,195.75,0.0609935124715169
"556",195.65,10.975,195.55,195.75,10.875,195.75,0.0609935124715169
"557",195.7,10.9,195.6,195.8,10.8,195.8,0.0645904845247666
"558",195.8,10.725,195.7,195.9,10.625,195.9,0.0636693658307195
"559",195.85,10.6,195.75,195.95,10.5,195.95,0.0631734990618295
"560",195.85,10.6,195.75,195.95,10.5,195.95,0.0631734990618295
"561",195.825,10.4,195.725,195.925,10.3,195.925,0.0624080074330171
"562",195.825,10.4,195.725,195.925,10.3,195.925,0.0624080074330171
"563",195.775,10.4,195.675,195.875,10.3,195.875,0.0623838105797768
"564",195.75,10.3,195.65,195.85,10.2,195.85,0.0611434547851483
"565",195.75,9.925,195.65,195.85,9.825,195.85,0.0588427391938037
"566",195.75,9.85,195.65,195.85,9.75,195.85,0.0585588882159856
"567",195.725,9.675,195.625,195.825,9.575,195.825,0.0578838065266609
"568",195.7,9.35,195.6,195.8,9.25,195.8,0.0575487384986546
"569",195.65,9.175,195.55,195.75,9.075,195.75,0.0570131787409385
"570",195.65,9.175,195.55,195.75,9.075,195.75,0.0570131787409385
"571",195.725,8.95,195.625,195.825,8.85,195.825,0.0524895798621906
"572",195.725,8.95,195.625,195.825,8.85,195.825,0.0524895798621906
"573",195.725,8.875,195.625,195.825,8.775,195.825,0.0503998292196128
"574",195.75,8.675,195.65,195.85,8.575,195.85,0.051127114540173
"575",195.75,8.575,195.65,195.85,8.475,195.85,0.0513226878311899
"576",195.75,8.4,195.65,195.85,8.3,195.85,0.0537343462308248
"577",195.75,8.4,195.65,195.85,8.3,195.85,0.0537343462308248
"578",195.725,8.35,195.625,195.825,8.25,195.825,0.0542082018736336
"579",195.7,8.25,195.6,195.8,8.15,195.8,0.055677259237402
"580",195.625,8.125,195.525,195.725,8.025,195.725,0.0581541328380505
"581",195.625,8.125,195.525,195.725,8.025,195.725,0.0581541328380505
"582",195.575,8,195.475,195.675,7.9,195.675,0.0627192302296559
"583",195.4,7.8,195.3,195.5,7.7,195.5,0.0660204663872719
"584",195.2,7.775,195.1,195.3,7.675,195.3,0.0607756813367208
"585",195.2,7.775,195.1,195.3,7.675,195.3,0.0607756813367208
"586",195.45,7.6,195.35,195.55,7.5,195.55,0.0650531229459577
"587",195.575,7.45,195.475,195.675,7.35,195.675,0.0712506659328938
"588",195.6,7.425,195.5,195.7,7.325,195.7,0.0771609601668186
"589",195.725,7.2,195.625,195.825,7.1,195.825,0.090829648077488
"590",195.875,6.925,195.775,195.975,6.825,195.975,0.0927302870485518
"591",195.875,6.925,195.775,195.975,6.825,195.975,0.0927302870485518
"592",195.875,6.825,195.775,195.975,6.725,195.975,0.0897891426251994
"593",195.9,6.65,195.8,196,6.55,196,0.105579598341137
"594",195.925,6.55,195.825,196.025,6.45,196.025,0.132264918727534
"595",195.975,6.4,195.875,196.075,6.3,196.075,0.148681444083822
"596",195.975,6.375,195.875,196.075,6.275,196.075,0.147684648845877
"597",195.95,6.3,195.85,196.05,6.2,196.05,0.143567808185305
"598",195.925,6.15,195.825,196.025,6.05,196.025,0.147044501950343
"599",195.925,6.025,195.825,196.025,5.925,196.025,0.15852887481451
"600",195.925,5.875,195.825,196.025,5.775,196.025,0.165466250230869
"601",195.9,5.8,195.8,196,5.7,196,0.167778384685516
"602",195.925,5.8,195.825,196.025,5.7,196.025,0.168362780991528
"603",195.925,5.7,195.825,196.025,5.6,196.025,0.172438479959965
"604",195.95,5.65,195.85,196.05,5.55,196.05,0.178852366407712
"605",195.95,5.55,195.85,196.05,5.45,196.05,0.183182787150145
"606",195.95,5.55,195.85,196.05,5.45,196.05,0.183182787150145
"607",195.95,5.525,195.85,196.05,5.425,196.05,0.183641532063484
"608",195.95,5.475,195.85,196.05,5.375,196.05,0.182591618349155
"609",195.925,5.45,195.825,196.025,5.35,196.025,0.183469730946753
"610",195.925,5.45,195.825,196.025,5.35,196.025,0.183469730946753
"611",195.95,5.425,195.85,196.05,5.325,196.05,0.180702475210031
"612",195.925,5.45,195.825,196.025,5.35,196.025,0.183469730946753
"613",195.9,5.475,195.8,196,5.375,196,0.184518696367741
"614",195.825,5.475,195.725,195.925,5.375,195.925,0.183242817719777
"615",195.575,5.35,195.475,195.675,5.25,195.675,0.172698439823257
"616",195.575,5.35,195.475,195.675,5.25,195.675,0.172698439823257
"617",195.4,5.225,195.3,195.5,5.125,195.5,0.169081331292788
"618",195.225,5.125,195.125,195.325,5.025,195.325,0.170006018959814
"619",195.175,5.075,195.075,195.275,4.975,195.275,0.171428048776256
"620",195.15,5.075,195.05,195.25,4.975,195.25,0.171661531428496
"621",195.4,5.1,195.3,195.5,5,195.5,0.172490000724792
"622",195.575,5.125,195.475,195.675,5.025,195.675,0.170088808569643
"623",195.575,5.125,195.475,195.675,5.025,195.675,0.170088808569643
"624",196.525,5.525,196.425,196.625,5.425,196.625,0.176819061040878
"625",196.5,5.525,196.4,196.6,5.425,196.6,0.176574378212293
"626",196.4,5.55,196.3,196.5,5.45,196.5,0.179902698596319
"627",196.375,5.575,196.275,196.475,5.475,196.475,0.180516493403249
"628",196.425,5.525,196.325,196.525,5.425,196.525,0.178317461411158
"629",196.475,5.35,196.375,196.575,5.25,196.575,0.170926898303959
"630",196.525,5.325,196.425,196.625,5.225,196.625,0.167488485078017
"631",196.475,5.275,196.375,196.575,5.175,196.575,0.170625101029873
"632",196.475,5.275,196.375,196.575,5.175,196.575,0.170625101029873
"633",196.475,5.175,196.375,196.575,5.075,196.575,0.17262089293864
"634",196.5,5.1,196.4,196.6,5,196.6,0.173721884687742
"635",196.475,5.05,196.375,196.575,4.95,196.575,0.177050659639968
"636",196.725,5.025,196.625,196.825,4.925,196.825,0.168369037906329
"637",196.8,5.025,196.7,196.9,4.925,196.9,0.16521948625644
"638",196.85,5.05,196.75,196.95,4.95,196.95,0.165153502176205
"639",197.05,5.075,196.95,197.15,4.975,197.15,0.170070623772012
"640",197.175,5.125,197.075,197.275,5.025,197.275,0.176447069065438
"641",197.375,5.15,197.275,197.475,5.05,197.475,0.177740773558617
"642",197.375,5.15,197.275,197.475,5.05,197.475,0.177740773558617
"643",197.425,5.15,197.325,197.525,5.05,197.525,0.179572826623917
"644",197.575,5.125,197.475,197.675,5.025,197.675,0.187559853411383
"645",197.65,5.125,197.55,197.75,5.025,197.75,0.187856543064117
"646",197.8,5.125,197.7,197.9,5.025,197.9,0.186357847518391
"647",197.875,5.15,197.775,197.975,5.05,197.975,0.186100328465303
"648",197.875,5.15,197.775,197.975,5.05,197.975,0.186100328465303
"649",197.85,5.15,197.75,197.95,5.05,197.95,0.186654589573542
"650",197.825,5.175,197.725,197.925,5.075,197.925,0.187628640068902
"651",197.85,5.275,197.75,197.95,5.175,197.95,0.189676598707835
"652",197.875,5.325,197.775,197.975,5.225,197.975,0.189339140223132
"653",197.875,5.325,197.775,197.975,5.225,197.975,0.189339140223132
"654",197.875,5.275,197.775,197.975,5.175,197.975,0.194029145439466
"655",197.875,5.275,197.775,197.975,5.175,197.975,0.194029145439466
"656",197.925,5.325,197.825,198.025,5.225,198.025,0.193930296434296
"657",197.925,5.325,197.825,198.025,5.225,198.025,0.193930296434296
"658",197.95,5.3,197.85,198.05,5.2,198.05,0.194306599183215
"659",198,5.275,197.9,198.1,5.175,198.1,0.194583345452944
"660",198.025,5.3,197.925,198.125,5.2,198.125,0.193142012258371
"661",198.1,5.3,198,198.2,5.2,198.2,0.190977072964112
"662",198.075,5.275,197.975,198.175,5.175,198.175,0.192722510298093
"663",198.075,5.225,197.975,198.175,5.125,198.175,0.192638532569011
"664",198.075,5.15,197.975,198.175,5.05,198.175,0.192776897052924
"665",198.1,5.125,198,198.2,5.025,198.2,0.191759978731473
"666",198.125,5.1,198.025,198.225,5,198.225,0.189796377387312
"667",198.1,5.025,198,198.2,4.925,198.2,0.187625122070313
"668",198.05,4.975,197.95,198.15,4.875,198.15,0.184887421213918
"669",198,4.875,197.9,198.1,4.775,198.1,0.179546586341328
"670",198,4.825,197.9,198.1,4.725,198.1,0.177580277125041
"671",198.075,4.7,197.975,198.175,4.6,198.175,0.173543728888035
"672",198.075,4.7,197.975,198.175,4.6,198.175,0.173543728888035
"673",198.075,4.675,197.975,198.175,4.575,198.175,0.172256530986892
"674",198.125,4.6,198.025,198.225,4.5,198.225,0.17564682289958
"675",198.15,4.575,198.05,198.25,4.475,198.25,0.177002483109633
"676",198.2,4.5,198.1,198.3,4.4,198.3,0.181362486547894
"677",198.25,4.45,198.15,198.35,4.35,198.35,0.180588014423847
"678",198.25,4.45,198.15,198.35,4.35,198.35,0.180588014423847
"679",198.1,4.4,198,198.2,4.3,198.2,0.184267172217369
"680",198.025,4.35,197.925,198.125,4.25,198.125,0.184611287713051
"681",198.125,4.4,198.025,198.225,4.3,198.225,0.186101358135541
"682",198.125,4.4,198.025,198.225,4.3,198.225,0.186101358135541
"683",198.125,4.425,198.025,198.225,4.325,198.225,0.184801613705026
"684",198.1,4.425,198,198.2,4.325,198.2,0.182616258660952
"685",198.075,4.425,197.975,198.175,4.325,198.175,0.182616258660952
"686",198.05,4.475,197.95,198.15,4.375,198.15,0.17596285417676
"687",198.05,4.45,197.95,198.15,4.35,198.15,0.17596285417676
"688",197.95,4.4,197.85,198.05,4.3,198.05,0.179088076452414
"689",197.85,4.325,197.75,197.95,4.225,197.95,0.18166847113106
"690",197.775,4.3,197.675,197.875,4.2,197.875,0.183330787221591
"691",197.975,4.3,197.875,198.075,4.2,198.075,0.184390511363745
"692",198.075,4.3,197.975,198.175,4.2,198.175,0.1867218621903
"693",198.075,4.3,197.975,198.175,4.2,198.175,0.1867218621903
"694",197.925,4.35,197.825,198.025,4.25,198.025,0.181171781900856
"695",197.875,4.35,197.775,197.975,4.25,197.975,0.181359030306339
"696",197.775,4.35,197.675,197.875,4.25,197.875,0.180507748325666
"697",197.725,4.375,197.625,197.825,4.275,197.825,0.177665496865908
"698",197.65,4.4,197.55,197.75,4.3,197.75,0.175938983559608
"699",197.75,4.425,197.65,197.85,4.325,197.85,0.17504364086522
"700",197.8,4.425,197.7,197.9,4.325,197.9,0.175232053216961
"701",197.875,4.45,197.775,197.975,4.35,197.975,0.172036102662484
"702",197.9,4.45,197.8,198,4.35,198,0.171439344684283
"703",197.925,4.45,197.825,198.025,4.35,198.025,0.171858767668406
"704",197.975,4.425,197.875,198.075,4.325,198.075,0.176743427084552
"705",198,4.425,197.9,198.1,4.325,198.1,0.178172640502453
"706",198.125,4.425,198.025,198.225,4.325,198.225,0.184801613705026
"707",198.175,4.45,198.075,198.275,4.35,198.275,0.18250861722562
"708",198.175,4.45,198.075,198.275,4.35,198.275,0.18250861722562
"709",198.35,4.425,198.25,198.45,4.325,198.45,0.17797446416484
"710",198.375,4.425,198.275,198.475,4.325,198.475,0.17796844492356
"711",198.225,4.375,198.125,198.325,4.275,198.325,0.182306088507175
"712",198.225,4.35,198.125,198.325,4.25,198.325,0.18266312032938
"713",198.175,4.35,198.075,198.275,4.25,198.275,0.185225131197108
"714",198,4.275,197.9,198.1,4.175,198.1,0.186706172923247
"715",197.9,4.25,197.8,198,4.15,198,0.181158686180909
"716",197.9,4.275,197.8,198,4.175,198,0.1826736587286
"717",197.9,4.25,197.8,198,4.15,198,0.181158686180909
"718",197.9,4.225,197.8,198,4.125,198,0.181774126986663
"719",197.85,4.2,197.75,197.95,4.1,197.95,0.183289340386788
"720",197.8,4.2,197.7,197.9,4.1,197.9,0.184495685001214
"721",197.75,4.225,197.65,197.85,4.125,197.85,0.185531222571929
"722",197.75,4.2,197.65,197.85,4.1,197.85,0.185531222571929
"723",197.725,4.15,197.625,197.825,4.05,197.825,0.187376495202382
"724",197.7,4.1,197.6,197.8,4,197.8,0.183978585733308
"725",197.7,4.075,197.6,197.8,3.975,197.8,0.183978585733308
"726",197.85,4.1,197.75,197.95,4,197.95,0.176907445821497
"727",197.875,4.075,197.775,197.975,3.975,197.975,0.176878327710761
"728",197.975,4,197.875,198.075,3.9,198.075,0.174381153037151
"729",197.7,4.05,197.6,197.8,3.95,197.8,0.180845750702752
"730",197.575,4.1,197.475,197.675,4,197.675,0.192535871432887
"731",197.4,4.2,197.3,197.5,4.1,197.5,0.198985076944033
"732",197.4,4.225,197.3,197.5,4.125,197.5,0.198985076944033
"733",197.35,4.2,197.25,197.45,4.1,197.45,0.198468133393261
"734",197.55,4.15,197.45,197.65,4.05,197.65,0.195421403646469
"735",197.65,4.1,197.55,197.75,4,197.75,0.189010159671307
"736",197.875,4.1,197.775,197.975,4,197.975,0.176878327710761
"737",197.875,4.1,197.775,197.975,4,197.975,0.176878327710761
"738",198.05,4.025,197.95,198.15,3.925,198.15,0.177177781860034
"739",197.875,3.95,197.775,197.975,3.85,197.975,0.172781764219205
"740",197.825,3.95,197.725,197.925,3.85,197.925,0.172261786957582
"741",197.875,4,197.775,197.975,3.9,197.975,0.173611184375154
"742",197.875,4,197.775,197.975,3.9,197.975,0.173611184375154
"743",197.9,3.975,197.8,198,3.875,198,0.172973773380121
"744",197.775,4,197.675,197.875,3.9,197.875,0.175098911921183
"745",197.675,4.025,197.575,197.775,3.925,197.775,0.182191473245621
"746",197.625,4.075,197.525,197.725,3.975,197.725,0.190246674749586
"747",197.625,4.1,197.525,197.725,4,197.725,0.190246674749586
"748",197.6,4.1,197.5,197.7,4,197.7,0.192535871432887
"749",197.525,4.1,197.425,197.625,4,197.625,0.194470021128654
"750",197.475,4.125,197.375,197.575,4.025,197.575,0.197653764651881
"751",197.625,4.25,197.525,197.725,4.15,197.725,0.190796691510412
"752",197.65,4.3,197.55,197.75,4.2,197.75,0.186776887377103
"753",197.675,4.275,197.575,197.775,4.175,197.775,0.189005888998508
"754",197.75,4.325,197.65,197.85,4.225,197.85,0.180431435091628
"755",197.8,4.375,197.7,197.9,4.275,197.9,0.17793437714378
"756",197.9,4.45,197.8,198,4.35,198,0.171439344684283
"757",197.95,4.475,197.85,198.05,4.375,198.05,0.173066500988272
"758",198.05,4.5,197.95,198.15,4.4,198.15,0.173126183864143
"759",198.075,4.575,197.975,198.175,4.475,198.175,0.173255246546533
"760",198.075,4.625,197.975,198.175,4.525,198.175,0.1729380455282
"761",198.075,4.725,197.975,198.175,4.625,198.175,0.173543728888035
"762",198.075,4.75,197.975,198.175,4.65,198.175,0.174888487491343
"763",198.075,4.75,197.975,198.175,4.65,198.175,0.174888487491343
"764",198.025,4.775,197.925,198.125,4.675,198.125,0.173987243771553
"765",197.975,4.8,197.875,198.075,4.7,198.075,0.174037206918001
"766",197.95,4.85,197.85,198.05,4.75,198.05,0.176426245106591
"767",197.925,4.85,197.825,198.025,4.75,198.025,0.175715578513013
"768",197.9,4.875,197.8,198,4.775,198,0.176579155524572
"769",197.85,4.875,197.75,197.95,4.775,197.95,0.17588698822591
"770",197.825,4.875,197.725,197.925,4.775,197.925,0.17588698822591
"771",197.8,4.875,197.7,197.9,4.775,197.9,0.176455940637324
"772",197.775,4.875,197.675,197.875,4.775,197.875,0.177603898942471
"773",197.7,4.875,197.6,197.8,4.775,197.8,0.183371737185452
"774",197.625,4.825,197.525,197.725,4.725,197.725,0.187887485656473
"775",197.6,4.8,197.5,197.7,4.7,197.7,0.189229572812716
"776",197.675,4.8,197.575,197.775,4.7,197.775,0.181798323161072
"777",197.675,4.8,197.575,197.775,4.7,197.775,0.181798323161072
"778",197.675,4.775,197.575,197.775,4.675,197.775,0.180142592390378
"779",197.75,4.725,197.65,197.85,4.625,197.85,0.173109266493056
"780",197.8,4.7,197.7,197.9,4.6,197.9,0.172881128473414
"781",197.875,4.675,197.775,197.975,4.575,197.975,0.171720869011349
"782",197.875,4.675,197.775,197.975,4.575,197.975,0.171720869011349
"783",197.825,4.625,197.725,197.925,4.525,197.925,0.170772404306465
"784",197.725,4.475,197.625,197.825,4.375,197.825,0.173470475193527
