DateTime,QualClass,Lat,Lon
2009.08.23 18:04:02,B,72.601,-128.715
2009.08.23 18:22:06,B,72.649,-129.003
2009.08.23 18:35:14,B,72.682,-128.73
2009.08.23 20:02:14,0,72.663,-128.699
2009.08.24 19:55:40,B,72.77,-129.93
2009.08.24 19:58:57,B,72.693,-128.953
2009.08.25 19:49:06,B,72.791,-129.037
2009.08.26 17:52:33,A,72.909,-128.529
2009.08.26 18:31:57,B,73.003,-129.155
2009.08.26 19:32:42,B,72.914,-128.49
2009.08.26 19:39:16,B,72.92,-128.465
2009.08.26 20:36:43,B,72.842,-128.85
2009.08.29 18:10:36,2,73.08,-127.975
2009.08.29 19:01:30,A,73.108,-127.981
2009.08.29 19:49:06,B,73.144,-128.225
2009.08.29 20:05:31,B,73.127,-127.941
2009.08.29 20:40:00,B,73.11,-127.801
2009.08.29 20:41:38,B,73.013,-127.784
2009.08.30 18:40:09,B,73.032,-127.849
2009.08.30 19:31:03,A,73.06,-128.033
2009.08.30 19:52:23,B,73.053,-128.188
2009.08.30 20:20:18,A,73.051,-127.976
2009.08.30 20:35:04,B,73.02,-128.197
2009.08.31 17:01:39,B,72.851,-128.038
2009.08.31 17:03:18,A,72.992,-127.871
2009.08.31 18:00:45,B,73.043,-127.703
2009.08.31 19:42:32,B,73.14,-127.771
2009.08.31 20:48:12,B,72.811,-126.936
2009.09.01 17:08:14,B,73.038,-127.612
2009.09.01 19:27:46,A,72.99,-127.779
2009.09.01 19:34:20,A,73.003,-127.869
2009.09.01 19:50:45,A,72.999,-127.834
2009.09.01 20:28:30,B,73,-127.796
2009.09.02 19:26:07,B,73.168,-127.967
2009.09.02 20:08:48,B,72.808,-127.332
2009.09.02 20:51:29,B,72.984,-127.962
2009.09.02 20:54:46,B,73.107,-127.694
2009.09.03 17:24:38,B,72.989,-127.869
2009.09.03 19:04:47,B,72.917,-128.224
2009.09.03 19:06:25,B,72.897,-127.715
2009.09.05 17:03:17,A,72.79,-127.395
2009.09.05 17:23:00,A,72.794,-127.403
2009.09.05 18:40:10,B,72.813,-127.475
2009.09.05 19:04:47,B,72.782,-127.404
2009.09.05 19:31:03,B,72.808,-127.458
2009.09.05 19:39:15,B,72.763,-127.248
2009.09.05 19:52:23,B,72.799,-127.492
2009.09.05 20:44:55,B,72.793,-127.542
2009.09.06 18:30:20,B,72.672,-127.485
2009.09.06 18:46:45,B,72.671,-127.602
2009.09.06 19:22:52,0,72.68,-127.382
2009.09.06 19:31:04,A,72.674,-127.422
2009.09.06 20:10:28,B,72.677,-127.424
2009.09.06 20:26:53,A,72.663,-127.335
2009.09.07 18:27:01,B,72.624,-128.657
2009.09.07 19:55:40,B,72.51,-127.482
2009.09.08 17:19:44,A,72.672,-127.651
2009.09.08 18:04:03,B,72.684,-127.651
2009.09.08 18:30:19,B,72.702,-127.783
2009.09.09 17:41:04,B,72.664,-128.008
2009.09.09 17:54:12,A,72.654,-128.031
2009.09.09 18:17:11,B,72.604,-128.037
2009.09.09 19:35:59,B,72.658,-128.079
2009.09.09 19:45:50,B,72.885,-129.263
2009.09.09 20:28:31,B,72.676,-127.983
2009.09.09 20:31:48,B,72.687,-127.93
2009.09.10 17:21:22,B,72.722,-128.246
2009.09.12 17:08:14,B,73.094,-128.115
2009.09.12 20:02:15,B,73.17,-128.581
2009.09.12 20:18:40,B,73.126,-128.172
2009.09.13 17:59:07,A,73.14,-127.914
2009.09.13 18:08:58,B,73.303,-127.08
2009.09.13 18:23:44,B,73.09,-127.668
2009.09.17 18:00:47,B,73.099,-126.996
2009.09.17 19:42:34,B,73.032,-127.079
2009.09.17 20:46:35,B,73.159,-127.635
2009.09.17 20:46:35,B,73.157,-127.642
2009.09.18 17:57:30,B,73.039,-127.471
2009.09.18 17:59:08,B,73.056,-127.484
2009.09.18 18:00:47,B,72.989,-127.503
2009.09.18 19:44:12,A,73.036,-127.581
2009.09.19 17:37:48,B,72.994,-128.195
2009.09.19 17:37:48,B,72.981,-128.244
2009.09.19 17:37:48,B,72.992,-128.185
2009.09.19 17:41:05,B,72.998,-128.229
2009.09.19 19:17:56,A,72.98,-128.271
2009.09.19 20:28:32,B,72.76,-129.655
2009.09.19 20:54:48,B,72.94,-128.15
2009.09.20 17:11:30,B,72.958,-128.492
2009.09.20 17:27:55,B,73.004,-128.711
2009.09.20 18:33:35,A,72.94,-128.444
2009.09.20 18:53:17,A,72.943,-128.413
2009.09.20 20:12:05,B,73.315,-126.521
2009.09.20 20:35:04,1,72.957,-128.465
2009.09.20 20:36:42,A,72.961,-128.49
2009.09.21 17:13:10,A,73.031,-129.112
2009.09.21 20:10:28,B,72.751,-128.543
2009.09.22 18:10:36,B,73.211,-129.171
2009.09.22 18:13:53,B,73.124,-129.218
2009.09.22 18:17:10,B,73.206,-128.74
2009.09.22 18:43:26,B,73.145,-129.237
2009.09.22 19:45:49,B,72.736,-129.286
2009.09.22 19:45:49,B,73.383,-130.696
2009.09.25 17:11:31,B,72.903,-129.719
2009.09.25 17:44:21,B,73.089,-129.914
2009.09.25 18:10:37,B,72.446,-127.122
2009.09.25 19:24:30,B,73.108,-129.717
2009.09.25 19:47:29,B,73.002,-129.835
2009.09.25 20:35:05,B,72.754,-128.472
2009.09.26 17:57:28,B,72.584,-128.606
2009.09.26 19:11:21,A,72.942,-129.544
2009.09.26 19:50:45,B,72.949,-129.576
2009.09.27 17:18:04,B,73.137,-129.17
2009.09.27 17:42:41,A,72.94,-129.532
2009.09.27 17:47:37,B,72.935,-129.513
2009.09.27 17:50:54,B,72.939,-129.511
2009.09.27 18:12:14,B,72.936,-129.496
2009.09.27 19:52:23,0,72.911,-129.364
2009.09.28 17:11:30,B,72.921,-129.436
2009.09.28 17:24:38,B,72.93,-129.449
2009.09.28 17:24:38,B,72.917,-129.38
2009.09.28 17:34:29,B,72.888,-129.273
2009.09.28 19:29:24,B,72.841,-129.036
2009.10.01 17:54:11,B,72.822,-128.844
2009.10.01 18:17:10,B,73.031,-128.493
2009.10.01 18:30:18,B,72.875,-129.236
2009.10.01 18:36:52,B,72.823,-128.884
2009.10.01 19:32:41,B,72.871,-128.972
2009.10.01 19:37:37,A,72.866,-128.694
2009.10.01 20:00:36,B,72.814,-130.185
2009.10.01 20:08:48,B,73.129,-130.52
2009.10.01 20:15:22,B,72.968,-128.932
2009.10.02 19:52:24,B,72.81,-128.341
2009.10.02 20:53:08,A,72.811,-128.323
2009.10.03 17:06:35,B,72.8,-128.097
2009.10.03 17:44:20,B,72.801,-128.067
2009.10.03 17:59:07,A,72.801,-128.103
2009.10.03 18:00:45,B,72.808,-128.097
2009.10.03 18:10:36,B,72.815,-128.126
2009.10.03 19:26:07,B,72.803,-128.057
2009.10.03 20:25:13,B,72.829,-128.104
2009.10.03 20:30:09,A,72.83,-128.118
2009.10.04 17:26:17,B,72.813,-128.235
2009.10.04 17:49:16,A,72.854,-128.163
2009.10.04 17:50:54,B,72.913,-128.133
2009.10.04 19:27:45,A,72.87,-128.24
2009.10.04 19:32:41,A,72.866,-128.254
2009.10.04 19:58:57,B,72.87,-128.19
2009.10.04 20:05:31,B,72.819,-127.854
2009.10.04 20:46:33,A,72.909,-128.25
2009.10.05 17:57:28,B,72.905,-128.416
2009.10.05 18:46:43,B,72.903,-128.523
2009.10.05 19:24:29,A,72.908,-128.521
2009.10.05 19:29:24,A,72.9,-128.533
2009.10.05 19:37:37,A,72.903,-128.552
2009.10.06 17:26:16,A,72.735,-128.579
2009.10.06 17:34:28,B,72.746,-128.556
2009.10.06 17:39:24,B,72.684,-128.451
2009.10.06 17:41:02,B,72.741,-128.59
2009.10.06 18:25:22,A,72.734,-128.551
2009.10.06 19:12:58,B,72.737,-128.633
2009.10.06 20:46:33,A,72.717,-128.582
2009.10.06 20:54:45,B,72.868,-128.495
2009.10.07 17:27:55,B,72.569,-128.591
2009.10.07 18:05:41,A,72.589,-128.662
2009.10.07 18:48:22,A,72.564,-128.661
2009.10.07 19:06:25,A,72.544,-128.69
2009.10.07 19:44:11,B,72.428,-128.986
2009.10.07 20:41:38,B,72.358,-130.241
2009.10.08 17:13:09,B,72.515,-128.487
2009.10.08 17:44:20,B,72.532,-128.856
2009.10.08 18:27:02,B,72.542,-128.858
2009.10.08 18:51:39,A,72.52,-128.859
2009.10.08 18:56:34,B,72.553,-128.897
2009.10.08 19:24:29,A,72.517,-128.857
2009.10.08 20:13:44,A,72.508,-128.854
2009.10.09 17:03:18,B,72.421,-128.352
2009.10.09 17:04:56,B,72.461,-128.682
2009.10.09 17:23:00,A,72.395,-128.385
2009.10.09 18:10:36,B,72.402,-128.349
2009.10.09 18:33:35,B,72.378,-128.346
2009.10.09 18:40:09,B,72.38,-128.339
2009.10.09 18:45:05,B,72.397,-128.332
2009.10.09 19:03:08,B,72.388,-128.317
2009.10.09 20:21:56,B,72.398,-128.3
2009.10.09 20:41:38,B,72.407,-128.352
2009.10.10 17:01:39,B,72.45,-128.005
2009.10.10 18:40:09,B,72.467,-127.881
2009.10.10 20:07:10,B,72.386,-128.631
2009.10.10 20:13:44,B,72.362,-128.831
2009.10.10 20:21:56,A,72.479,-127.984
2009.10.10 20:54:46,A,72.499,-128.088
2009.10.11 17:14:48,B,72.623,-128.086
2009.10.11 18:22:07,A,72.626,-128.057
2009.10.11 18:51:40,B,72.642,-128.108
2009.10.11 19:55:41,B,72.623,-128.13
2009.10.11 20:02:15,B,72.619,-128.035
2009.10.12 18:08:59,A,72.724,-127.893
2009.10.12 19:40:55,A,72.73,-127.865
2009.10.12 19:42:33,B,72.722,-127.898
2009.10.13 17:39:25,B,72.789,-127.499
2009.10.13 17:57:29,B,72.791,-127.53
2009.10.13 19:22:51,B,72.776,-127.513
2009.10.13 19:34:20,A,72.776,-127.494
2009.10.13 19:37:37,A,72.771,-127.502
2009.10.13 19:57:19,B,72.766,-127.468
2009.10.14 17:14:47,B,72.754,-127.655
2009.10.14 17:41:03,B,72.754,-127.719
2009.10.14 17:44:20,B,72.751,-127.727
2009.10.14 17:50:54,B,72.749,-127.705
2009.10.14 18:58:13,A,72.745,-127.712
2009.10.14 19:21:12,A,72.751,-127.685
2009.10.14 20:38:21,B,72.752,-127.705
2009.10.15 20:54:46,B,72.425,-127.655
2009.10.15 20:54:46,B,72.941,-126.618
2009.10.16 17:08:14,B,72.697,-127.944
2009.10.16 17:21:21,B,72.734,-127.926
2009.10.16 18:31:57,A,72.716,-127.796
2009.10.16 18:48:22,A,72.724,-127.853
2009.10.16 20:28:30,B,72.821,-128.016
2009.10.16 20:40:00,B,72.701,-127.587
2009.10.16 20:44:55,B,72.589,-128.737
2009.10.17 18:50:00,B,72.733,-128.096
2009.10.17 19:35:58,B,72.633,-127.807
2009.10.17 20:30:09,A,72.691,-128.059
2009.10.18 18:36:51,1,72.586,-128.187
2009.10.18 18:41:47,A,72.589,-128.221
2009.10.18 19:16:15,2,72.601,-128.219
2009.10.18 19:22:49,B,72.621,-128.256
2009.10.18 20:54:45,B,72.399,-127.618
2009.10.19 17:14:47,A,72.603,-128.577
2009.10.19 17:21:21,B,72.608,-128.561
2009.10.19 18:25:23,A,72.613,-128.61
2009.10.19 18:30:18,B,72.596,-128.497
2009.10.19 19:03:08,B,72.688,-128.55
2009.10.20 18:13:53,B,72.566,-128.528
2009.10.20 18:36:52,B,72.492,-128.409
2009.10.21 18:12:15,A,72.39,-128.485
2009.10.21 18:13:54,1,72.385,-128.472
2009.10.21 19:42:32,B,72.439,-128.393
2009.10.21 19:54:02,B,72.722,-129.551
2009.10.22 17:49:15,A,72.281,-128.725
2009.10.22 17:49:15,B,72.346,-128.016
2009.10.22 17:52:32,A,72.295,-128.812
2009.10.22 18:07:19,A,72.303,-128.887
2009.10.22 18:08:57,A,72.269,-128.809
2009.10.22 19:52:23,B,72.82,-126.992
2009.10.23 17:37:46,B,72.274,-128.98
2009.10.23 17:49:15,A,72.248,-129.152
2009.10.23 19:11:20,A,72.243,-129.136
2009.10.23 19:17:54,A,72.246,-129.15
2009.10.23 19:24:28,B,72.453,-129.215
2009.10.23 19:27:45,A,72.229,-129.164
2009.10.23 20:43:16,A,72.224,-129.143
2009.10.23 20:58:03,B,72.228,-129.205
2009.10.24 17:26:18,B,72.314,-129.449
2009.10.24 18:50:01,B,72.256,-130.053
2009.10.24 18:59:52,B,72.286,-129.933
2009.10.24 19:29:25,B,72.223,-129.561
2009.10.24 20:41:39,B,72.249,-129.659
2009.10.25 17:13:09,A,72.264,-129.902
2009.10.25 17:39:25,A,72.264,-129.911
2009.10.25 18:54:56,A,72.265,-129.949
2009.10.25 19:08:04,A,72.271,-129.953
2009.10.25 19:19:34,B,72.272,-129.918
2009.10.25 19:55:41,B,72.25,-129.949
2009.10.25 20:17:01,A,72.264,-129.969
2009.10.25 20:35:05,B,72.272,-129.976
2009.10.25 20:48:13,B,72.251,-130.026
2009.10.26 17:16:25,A,72.375,-130.185
2009.10.26 17:52:32,A,72.392,-130.221
2009.10.26 19:50:44,A,72.387,-130.376
2009.10.26 20:23:34,A,72.364,-130.255
2009.10.26 20:48:12,A,72.36,-130.265
2009.10.27 17:18:05,B,72.264,-130.738
2009.10.27 17:52:33,A,72.257,-130.739
2009.10.27 18:30:19,B,72.245,-130.675
2009.10.27 18:45:05,A,72.247,-130.746
2009.10.27 18:56:35,B,72.234,-130.772
2009.10.27 19:06:26,B,72.25,-130.748
2009.10.27 19:31:03,B,72.255,-130.711
2009.10.27 19:31:03,B,72.265,-130.755
2009.10.27 20:38:22,B,72.37,-129.838
2009.10.28 17:04:57,B,72.198,-131.191
2009.10.28 17:26:17,A,72.226,-131.348
2009.10.28 17:29:34,A,72.224,-131.348
2009.10.28 18:20:28,B,72.247,-131.355
2009.10.28 20:51:30,B,72.313,-131.582
2009.10.29 17:09:52,B,72.097,-131.633
2009.10.29 18:08:57,A,72.066,-131.69
2009.10.29 18:36:51,A,72.066,-131.796
2009.10.29 18:43:25,B,72.044,-131.593
2009.10.29 18:48:21,A,72.061,-131.701
2009.10.29 19:45:48,B,72.111,-131.798
2009.10.29 20:00:35,B,72.064,-131.699
2009.10.29 20:07:09,B,72.023,-132.009
2009.10.30 17:59:08,A,71.831,-131.803
2009.10.30 18:22:07,A,71.83,-131.854
2009.10.30 18:30:19,B,71.825,-131.854
2009.10.30 19:37:38,B,71.814,-131.799
2009.10.30 20:07:11,A,71.785,-131.836
2009.10.31 17:44:22,B,71.579,-132.205
2009.10.31 18:02:26,A,71.52,-132.347
2009.10.31 18:09:00,A,71.496,-132.41
2009.10.31 19:14:39,A,71.487,-132.346
2009.10.31 19:22:52,B,71.655,-132.837
2009.10.31 19:39:17,0,71.494,-132.38
2009.10.31 19:49:08,2,71.486,-132.348
2009.10.31 19:55:42,B,71.964,-130.594
2009.11.01 19:29:25,B,71.009,-133.061
2009.11.02 17:19:44,A,70.721,-132.287
2009.11.02 17:41:05,B,71.03,-132.403
2009.11.02 19:06:27,B,70.758,-132.382
2009.11.02 19:22:52,B,70.726,-132.317
2009.11.02 19:37:38,A,70.725,-132.408
2009.11.03 17:04:56,B,70.679,-132.843
2009.11.03 17:34:29,B,70.703,-132.771
2009.11.03 17:47:37,B,70.678,-132.747
2009.11.03 18:30:18,B,70.672,-132.683
2009.11.03 18:45:05,A,70.658,-132.879
2009.11.03 19:26:07,B,70.65,-132.843
2009.11.03 20:28:30,B,70.811,-133.534
2009.11.04 17:36:09,B,70.55,-132.975
2009.11.04 17:37:48,B,70.544,-132.945
2009.11.04 18:05:42,A,70.545,-132.913
2009.11.04 18:25:24,A,70.55,-132.92
2009.11.04 19:01:31,A,70.532,-132.931
2009.11.04 19:14:39,A,70.536,-132.899
2009.11.04 20:43:18,A,70.513,-132.807
2009.11.04 20:54:47,B,70.561,-132.822
2009.11.05 18:05:40,A,70.339,-133.549
2009.11.05 18:54:55,B,70.291,-133.609
2009.11.05 19:06:25,A,70.31,-133.521
2009.11.05 19:45:49,1,70.306,-133.614
2009.11.05 20:30:08,A,70.279,-133.617
2009.11.05 20:31:47,B,70.292,-133.644
2009.11.06 17:42:42,A,70.348,-134.193
2009.11.06 18:17:11,B,70.282,-133.931
2009.11.06 18:30:19,B,70.346,-134.223
2009.11.06 18:53:18,B,70.21,-134.453
2009.11.06 18:56:35,B,70.382,-134.783
2009.11.06 19:22:51,B,70.349,-134.202
2009.11.06 20:38:22,B,70.812,-131.819
2009.11.06 20:40:00,A,70.329,-134.178
2009.11.07 18:02:24,A,70.164,-134.846
2009.11.07 18:07:19,B,70.166,-134.856
2009.11.07 18:33:35,B,70.136,-134.891
2009.11.07 18:35:13,A,70.162,-134.897
2009.11.07 19:04:46,A,70.146,-134.857
2009.11.07 19:42:32,B,70.17,-134.767
2009.11.07 19:45:49,B,70.163,-134.74
2009.11.07 20:10:26,A,70.124,-134.996
2009.11.07 20:15:22,B,70.135,-134.764
2009.11.07 20:28:30,B,70.16,-134.866
2009.11.07 20:43:16,A,70.149,-134.905
2009.11.08 17:01:40,B,70.043,-135.357
2009.11.08 17:44:21,B,70.052,-135.362
2009.11.08 18:12:16,A,70.017,-135.403
2009.11.08 20:00:36,B,69.922,-134.874
2009.11.08 20:17:01,A,69.972,-135.439
2009.11.09 19:52:24,B,70.172,-134.984
2009.11.09 20:02:15,0,69.926,-135.789
2009.11.09 20:35:05,B,69.848,-135.592
2009.11.10 18:00:45,B,70.049,-135.67
2009.11.11 17:14:49,B,69.963,-135.077
2009.11.11 19:27:47,A,69.976,-135.488
2009.11.11 20:31:48,B,69.751,-135.402
2009.11.12 18:59:52,B,70.23,-135.546
2009.11.12 20:21:57,B,69.945,-135.102
2009.11.12 20:56:25,A,70.123,-135.462
2009.11.15 19:03:08,B,70.2,-134.142
2009.11.15 20:25:13,B,70.369,-133.174
2009.11.15 20:30:08,A,70.087,-134.115
2009.11.16 17:36:09,B,70.027,-133.539
2009.11.16 17:57:30,B,70.022,-133.494
2009.11.16 18:27:03,B,70.024,-133.468
2009.11.16 19:39:17,B,70.04,-133.451
2009.11.16 20:08:50,B,70.03,-133.578
2009.11.16 20:58:04,B,70.041,-133.366
2009.11.18 17:01:39,B,69.914,-132.491
2009.11.18 17:39:24,A,70.056,-132.983
2009.11.18 18:13:53,B,70.095,-133.022
2009.11.18 18:33:35,B,70.085,-133.059
2009.11.18 18:36:52,B,70.048,-133.071
2009.11.18 18:43:26,B,70.046,-133.048
2009.11.18 19:19:33,B,70.05,-132.955
2009.11.18 19:55:40,B,70.077,-132.976
2009.11.18 20:51:29,B,70.066,-132.966
2009.11.18 20:58:03,B,70.081,-132.996
2009.11.19 17:21:21,0,70.191,-132.682
2009.11.19 18:05:40,A,70.196,-132.693
2009.11.19 18:13:53,B,70.196,-132.706
2009.11.19 18:56:34,2,70.198,-132.703
2009.11.19 20:38:21,B,70.537,-133.866
2009.11.20 17:54:11,B,70.32,-132.694
2009.11.21 17:31:12,B,70.228,-132.76
2009.11.21 17:34:29,B,70.206,-132.869
2009.11.21 17:41:03,B,70.359,-132.665
2009.11.21 18:02:23,B,70.334,-133.012
2009.11.21 19:14:37,A,70.237,-132.652
2009.11.21 20:15:21,B,70.376,-132.828
2009.11.21 20:48:11,B,70.286,-132.772
2009.11.21 20:51:28,B,70.077,-132.251
2009.11.22 18:25:22,A,70.208,-132.362
2009.11.22 18:46:43,B,70.256,-132.303
2009.11.22 18:54:55,A,70.198,-132.456
2009.11.22 19:31:02,A,70.242,-132.386
2009.11.22 20:31:47,B,70.023,-131.414
2009.11.23 17:41:04,B,70.319,-132.131
2009.11.23 18:17:11,B,70.074,-131.408
2009.11.23 19:01:31,A,70.283,-132.038
2009.11.23 19:21:13,A,70.288,-132.042
2009.11.23 19:52:24,B,70.444,-132.393
2009.11.23 19:58:58,B,70.554,-132.051
2009.11.24 17:11:30,B,70.313,-131.245
2009.11.24 17:57:29,B,70.316,-131.391
2009.11.24 18:53:18,B,70.452,-131.317
2009.11.24 19:13:00,B,70.373,-131.501
2009.11.24 19:35:59,B,70.347,-131.597
2009.11.24 19:42:33,B,70.376,-131.593
2009.11.24 19:50:45,A,70.376,-131.655
2009.11.24 20:18:40,B,70.37,-131.591
2009.11.24 20:30:09,A,70.378,-131.647
2009.11.25 17:50:54,B,70.44,-131.543
2009.11.25 18:40:09,B,70.264,-131.467
2009.11.25 19:03:08,B,70.502,-130.961
2009.11.25 19:12:59,B,70.298,-131.132
2009.11.25 20:23:34,B,70.596,-130.376
2009.11.26 17:11:30,B,70.528,-131.744
2009.11.26 17:27:55,B,70.508,-131.721
2009.11.26 17:36:07,A,70.536,-131.834
2009.11.26 18:30:18,B,70.525,-131.722
2009.11.26 18:50:00,B,70.53,-131.691
2009.11.26 18:53:17,B,70.564,-131.622
2009.11.26 19:09:42,B,70.614,-132.003
2009.11.26 19:16:16,B,70.385,-131.557
2009.11.26 19:32:41,B,70.688,-132.388
2009.11.26 20:10:26,A,70.53,-131.747
2009.11.26 20:28:30,B,70.446,-131.49
2009.11.27 17:01:39,B,70.664,-131.446
2009.11.27 17:27:55,B,70.779,-132.032
2009.11.27 17:27:55,B,70.716,-131.998
2009.11.27 19:06:25,B,70.649,-131.456
2009.11.27 20:00:35,B,70.655,-131.827
2009.11.27 20:03:52,A,70.687,-131.854
2009.11.27 20:21:55,B,70.701,-131.866
2009.11.27 20:48:11,B,70.678,-131.86
2009.11.27 20:48:11,B,70.74,-132
2009.11.28 17:04:56,B,70.915,-131.99
2009.11.28 17:14:47,B,70.805,-131.391
2009.11.28 18:46:43,B,70.877,-131.639
2009.11.28 18:54:56,A,70.797,-131.823
2009.11.28 20:15:22,B,70.872,-131.628
2009.11.28 20:26:51,A,70.819,-131.759
2009.11.28 20:33:25,A,70.83,-131.794
2009.11.29 17:03:18,A,70.892,-131.72
2009.11.29 17:37:46,B,70.944,-131.9
2009.11.29 18:23:44,A,70.901,-131.674
2009.11.29 19:40:54,A,70.899,-131.525
2009.11.29 19:49:06,0,70.887,-131.439
2009.11.29 19:58:57,B,70.972,-131.2
2009.11.29 20:03:53,B,70.803,-131.409
2009.11.30 17:59:07,A,70.96,-130.87
2009.11.30 18:30:18,B,71.033,-131.162
2009.11.30 19:26:07,B,70.655,-128.917
2009.11.30 19:50:44,B,71.405,-131.226
2009.11.30 20:12:05,B,70.892,-131.225
2009.12.01 17:34:31,B,70.967,-129.935
2009.12.01 17:39:26,A,71.104,-130.505
2009.12.01 18:30:20,B,71.096,-130.671
2009.12.01 19:06:26,1,71.115,-130.485
2009.12.01 19:16:17,2,71.117,-130.465
2009.12.01 19:40:55,A,71.133,-130.433
2009.12.01 19:58:58,B,71.178,-130.681
2009.12.01 20:05:32,B,71.435,-129.978
2009.12.01 20:46:35,A,71.139,-130.433
2009.12.01 20:54:47,0,71.145,-130.448
2009.12.01 20:58:04,B,71.103,-130.867
2009.12.02 17:13:09,A,71.222,-130.274
2009.12.02 17:50:54,B,71.222,-130.263
2009.12.02 18:08:58,B,71.238,-130.243
2009.12.02 18:45:04,A,71.232,-130.191
2009.12.02 18:51:38,A,71.231,-130.176
2009.12.02 19:31:02,A,71.229,-130.165
2009.12.02 19:45:49,B,71.232,-130.161
2009.12.02 19:45:49,B,71.248,-130.162
2009.12.02 20:25:13,B,71.306,-130.474
2009.12.02 20:51:29,B,71.435,-128.692
2009.12.03 18:58:12,A,71.289,-129.399
2009.12.03 19:17:54,A,71.284,-129.381
2009.12.03 19:32:40,B,71.294,-129.376
2009.12.03 20:08:47,B,71.277,-129.315
2009.12.03 20:35:03,B,71.33,-129.05
2009.12.03 20:58:02,B,71.273,-129.327
2009.12.04 17:44:20,A,71.112,-128.61
2009.12.04 18:04:02,2,71.112,-128.679
2009.12.04 18:07:19,3,71.114,-128.664
2009.12.04 18:43:26,B,71.14,-128.562
2009.12.04 18:56:34,B,71.135,-128.645
2009.12.04 19:11:20,A,71.124,-128.599
2009.12.04 19:44:10,A,71.109,-128.55
2009.12.04 20:21:56,B,71.526,-126.331
2009.12.05 17:18:04,B,70.972,-128.258
2009.12.05 17:34:29,B,71.039,-128.201
2009.12.05 17:41:03,B,71.131,-128.6
2009.12.05 17:44:20,B,71.139,-128.163
2009.12.05 18:36:52,B,71.426,-128.466
2009.12.05 18:56:34,B,70.742,-129.571
2009.12.05 19:11:21,A,71.082,-128.324
2009.12.05 20:17:01,B,71.132,-127.99
2009.12.06 17:18:04,B,71.311,-128.513
2009.12.06 17:19:43,A,71.24,-128.352
2009.12.06 17:22:59,A,71.169,-128.085
2009.12.06 18:13:53,B,71.464,-128.635
2009.12.06 18:48:22,A,71.19,-128.261
2009.12.06 19:01:30,A,71.203,-128.212
2009.12.06 19:47:27,B,71.174,-128.232
2009.12.06 20:07:09,A,71.209,-128.275
2009.12.06 20:38:21,1,71.219,-128.269
2009.12.07 17:01:40,B,71.656,-127.905
2009.12.07 17:01:40,B,71.993,-127.54
2009.12.07 17:44:20,B,71.315,-127.838
2009.12.07 18:13:53,B,71.382,-127.963
2009.12.07 18:36:52,A,71.414,-127.957
2009.12.07 18:40:09,B,71.438,-127.898
2009.12.07 18:41:47,A,71.428,-127.994
2009.12.07 18:46:43,B,71.386,-127.902
2009.12.07 19:24:28,A,71.431,-127.938
2009.12.07 20:15:21,B,71.408,-127.7
2009.12.07 20:23:34,A,71.43,-127.873
2009.12.07 20:30:08,A,71.431,-127.91
2009.12.08 18:02:23,A,71.46,-127.995
2009.12.08 18:36:52,0,71.456,-127.888
2009.12.08 19:52:23,0,71.482,-127.892
2009.12.08 20:39:59,A,71.479,-127.962
2009.12.09 17:49:17,B,71.632,-127.817
2009.12.09 19:40:55,B,71.931,-128.358
2009.12.09 19:55:42,B,70.85,-132.085
2009.12.09 20:15:24,B,71.352,-127.907
2009.12.10 18:15:33,A,71.516,-127.924
2009.12.10 19:21:13,A,71.518,-127.971
2009.12.10 19:49:07,B,71.527,-128.105
2009.12.10 19:54:03,A,71.517,-127.959
2009.12.11 17:01:40,B,71.57,-128.03
2009.12.11 17:18:05,B,71.572,-128.03
2009.12.11 17:57:29,B,71.762,-128.321
2009.12.11 18:58:13,A,71.653,-128.18
2009.12.11 19:11:21,A,71.659,-128.154
2009.12.11 19:44:11,A,71.659,-128.175
2009.12.11 20:40:00,A,71.569,-127.849
2009.12.11 20:53:08,A,71.662,-128.229
2009.12.12 17:47:37,B,71.811,-128.322
2009.12.12 17:50:54,B,71.811,-128.344
2009.12.12 18:22:05,A,71.82,-128.344
2009.12.12 18:38:30,A,71.824,-128.335
2009.12.12 19:03:08,B,71.818,-128.342
2009.12.12 19:26:07,B,71.828,-128.351
2009.12.12 20:00:35,A,71.831,-128.326
2009.12.12 20:18:38,1,71.845,-128.379
2009.12.13 17:04:57,B,72.024,-128.25
2009.12.13 17:08:14,B,72.022,-128.212
2009.12.13 17:36:09,A,72.017,-128.221
2009.12.13 17:55:50,A,72.021,-128.22
2009.12.13 18:17:11,B,72.022,-128.222
2009.12.13 18:43:27,B,72.022,-128.224
2009.12.13 19:17:55,B,72.028,-128.246
2009.12.13 19:19:34,B,72.018,-128.229
2009.12.13 20:20:18,A,72.024,-128.264
2009.12.14 17:55:50,B,72.179,-128.757
2009.12.14 18:18:49,B,72.037,-128.268
2009.12.14 19:08:04,A,72.031,-128.344
2009.12.14 20:48:12,B,71.989,-127.979
2009.12.14 20:54:46,B,72.155,-128.624
2009.12.15 17:11:30,B,71.978,-128.343
2009.12.15 17:16:25,B,71.972,-128.342
2009.12.15 17:37:46,B,71.976,-128.352
2009.12.15 17:57:27,B,71.965,-128.343
2009.12.15 18:48:21,B,71.943,-128.287
2009.12.15 18:54:55,B,71.977,-128.339
2009.12.15 18:56:33,B,72.012,-128.38
2009.12.15 19:14:37,A,71.967,-128.352
2009.12.15 19:34:19,A,71.965,-128.348
