sample_date_sample_time,sample_date,sample_time,sample_lat,sample_lon,iso_date,sample_lon_corrected,lat_min,lat_max,lon_min,lon_max,mean,stdev,n
2020-06-03 18:00:00,6/3/20,18:00,37.3,236.8,2020-06-03,-123.19999999999999,37.199999999999996,37.4,-123.29999999999998,-123.1,14.251243591308594,0.3615224063396454,16
2020-06-04 19:34:00,6/4/20,19:34,36.1,237.5,2020-06-04,-122.5,36.0,36.2,-122.6,-122.4,14.836243629455566,0.12873788177967072,16
2020-06-05 20:15:00,6/5/20,20:15,34.4,238.2,2020-06-05,-121.80000000000001,34.3,34.5,-121.9,-121.70000000000002,16.224994659423828,0.09499984979629517,16
2020-06-06 18:45:00,6/6/20,18:45,32.2,239.8,2020-06-06,-120.19999999999999,32.1,32.300000000000004,-120.29999999999998,-120.1,16.861244201660156,0.048589564859867096,16
2020-06-07 12:52:00,6/7/20,12:52,31.9,240.9,2020-06-07,-119.1,31.799999999999997,32.0,-119.19999999999999,-119.0,17.0262451171875,0.09873407334089279,16
2020-06-08 14:23:00,6/8/20,14:23,31.9,241.8,2020-06-08,-118.19999999999999,31.799999999999997,32.0,-118.29999999999998,-118.1,17.414369583129883,0.10271108895540237,16
